	sents	ner_seq	entities	num_entities	num_tokens	prompts	empty_prompts
1561	Development of ocular myasthenia during pegylated interferon and ribavirin treatment for chronic hepatitis C .	O O B I O O O O O O O B I I O	['ocular myasthenia', 'chronic hepatitis c']	2	9	"Sentence: Development of ocular myasthenia during pegylated interferon and ribavirin treatment for chronic hepatitis C .
Diseases: ocular myasthenia, chronic hepatitis c"	"Sentence: Development of ocular myasthenia during pegylated interferon and ribavirin treatment for chronic hepatitis C .
Diseases:"
1562	A 63 - year - old male experienced sudden diplopia after 9 weeks of administration of pegylated interferon ( IFN ) alpha - 2b and ribavirin for chronic hepatitis C ( CHC ) .	O O O O O O O O O B O O O O O O O O O O O O O O O O O B I I O B O O	['chc', 'chronic hepatitis c', 'diplopia']	3	10	"Sentence: A 63 - year - old male experienced sudden diplopia after 9 weeks of administration of pegylated interferon ( IFN ) alpha - 2b and ribavirin for chronic hepatitis C ( CHC ) .
Diseases: chc, chronic hepatitis c, diplopia"	"Sentence: A 63 - year - old male experienced sudden diplopia after 9 weeks of administration of pegylated interferon ( IFN ) alpha - 2b and ribavirin for chronic hepatitis C ( CHC ) .
Diseases:"
1563	Ophthalmologic examinations showed ptosis on the right upper lid and restricted right eye movement without any other neurological signs .	O O O B I I I I I O B I I I O O O O O O	['restricted right eye movement', 'ptosis on the right upper lid']	2	12	"Sentence: Ophthalmologic examinations showed ptosis on the right upper lid and restricted right eye movement without any other neurological signs .
Diseases: restricted right eye movement, ptosis on the right upper lid"	"Sentence: Ophthalmologic examinations showed ptosis on the right upper lid and restricted right eye movement without any other neurological signs .
Diseases:"
1564	A brain imaging study and repetitive nerve stimulation test indicated no abnormality .	O O O O O O O O O O O O O	[]	0	0	"Sentence: A brain imaging study and repetitive nerve stimulation test indicated no abnormality .
Diseases: "	"Sentence: A brain imaging study and repetitive nerve stimulation test indicated no abnormality .
Diseases:"
1565	The acetylcholine receptor antibody titer and response to acetylcholinesterase inhibitors were negative , and the results of thyroid function tests were normal .	O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The acetylcholine receptor antibody titer and response to acetylcholinesterase inhibitors were negative , and the results of thyroid function tests were normal .
Diseases: "	"Sentence: The acetylcholine receptor antibody titer and response to acetylcholinesterase inhibitors were negative , and the results of thyroid function tests were normal .
Diseases:"
1566	The patient 's ophthalmological symptoms improved rapidly 3 weeks after discontinuation of pegylated IFN alpha - 2b and ribavirin .	O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The patient 's ophthalmological symptoms improved rapidly 3 weeks after discontinuation of pegylated IFN alpha - 2b and ribavirin .
Diseases: "	"Sentence: The patient 's ophthalmological symptoms improved rapidly 3 weeks after discontinuation of pegylated IFN alpha - 2b and ribavirin .
Diseases:"
1567	The ocular myasthenia associated with combination therapy of pegylated IFN alpha - 2b and ribavirin for CHC is very rarely reported ; therefore , we present this case with a review of the various eye complications of IFN therapy .	O B I O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O	['chc', 'ocular myasthenia']	2	9	"Sentence: The ocular myasthenia associated with combination therapy of pegylated IFN alpha - 2b and ribavirin for CHC is very rarely reported ; therefore , we present this case with a review of the various eye complications of IFN therapy .
Diseases: chc, ocular myasthenia"	"Sentence: The ocular myasthenia associated with combination therapy of pegylated IFN alpha - 2b and ribavirin for CHC is very rarely reported ; therefore , we present this case with a review of the various eye complications of IFN therapy .
Diseases:"
1568	The glycine transporter - 1 inhibitor SSR103800 displays a selective and specific antipsychotic - like profile in normal and transgenic mice .	O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The glycine transporter - 1 inhibitor SSR103800 displays a selective and specific antipsychotic - like profile in normal and transgenic mice .
Diseases: "	"Sentence: The glycine transporter - 1 inhibitor SSR103800 displays a selective and specific antipsychotic - like profile in normal and transgenic mice .
Diseases:"
1569	Schizophrenia has been initially associated with dysfunction in dopamine neurotransmission .	B O O O O O O O O O O	['schizophrenia']	1	3	"Sentence: Schizophrenia has been initially associated with dysfunction in dopamine neurotransmission .
Diseases: schizophrenia"	"Sentence: Schizophrenia has been initially associated with dysfunction in dopamine neurotransmission .
Diseases:"
1570	However , the observation that antagonists of the glutamate N - methyl - D - aspartate ( NMDA ) receptor produce schizophrenic - like symptoms in humans has led to the idea of a dysfunctioning of the glutamatergic system via its NMDA receptor .	O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O	['schizophrenic']	1	3	"Sentence: However , the observation that antagonists of the glutamate N - methyl - D - aspartate ( NMDA ) receptor produce schizophrenic - like symptoms in humans has led to the idea of a dysfunctioning of the glutamatergic system via its NMDA receptor .
Diseases: schizophrenic"	"Sentence: However , the observation that antagonists of the glutamate N - methyl - D - aspartate ( NMDA ) receptor produce schizophrenic - like symptoms in humans has led to the idea of a dysfunctioning of the glutamatergic system via its NMDA receptor .
Diseases:"
1571	As a result , there is a growing interest in the development of pharmacological agents with potential antipsychotic properties that enhance the activity of the glutamatergic system via a modulation of the NMDA receptor .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: As a result , there is a growing interest in the development of pharmacological agents with potential antipsychotic properties that enhance the activity of the glutamatergic system via a modulation of the NMDA receptor .
Diseases: "	"Sentence: As a result , there is a growing interest in the development of pharmacological agents with potential antipsychotic properties that enhance the activity of the glutamatergic system via a modulation of the NMDA receptor .
Diseases:"
1572	Among them are glycine transporter - 1 ( GlyT1 ) inhibitors such as SSR103800 , which indirectly enhance NMDA receptor function by increasing the glycine ( a co - agonist for the NMDA receptor ) levels in the synapse .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Among them are glycine transporter - 1 ( GlyT1 ) inhibitors such as SSR103800 , which indirectly enhance NMDA receptor function by increasing the glycine ( a co - agonist for the NMDA receptor ) levels in the synapse .
Diseases: "	"Sentence: Among them are glycine transporter - 1 ( GlyT1 ) inhibitors such as SSR103800 , which indirectly enhance NMDA receptor function by increasing the glycine ( a co - agonist for the NMDA receptor ) levels in the synapse .
Diseases:"
1573	This study aimed at investigating the potential antipsychotic - like properties of SSR103800 , with a particular focus on models of hyperactivity , involving either drug challenge ( ie , amphetamine and MK - 801 ) or transgenic mice ( ie , NMDA Nr1 ( neo - / - ) and DAT ( - / - ) ) .	O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['hyperactivity']	1	2	"Sentence: This study aimed at investigating the potential antipsychotic - like properties of SSR103800 , with a particular focus on models of hyperactivity , involving either drug challenge ( ie , amphetamine and MK - 801 ) or transgenic mice ( ie , NMDA Nr1 ( neo - / - ) and DAT ( - / - ) ) .
Diseases: hyperactivity"	"Sentence: This study aimed at investigating the potential antipsychotic - like properties of SSR103800 , with a particular focus on models of hyperactivity , involving either drug challenge ( ie , amphetamine and MK - 801 ) or transgenic mice ( ie , NMDA Nr1 ( neo - / - ) and DAT ( - / - ) ) .
Diseases:"
1574	Results showed that SSR103800 ( 10 - 30 mg / kg	O O O O O O O O O O O	[]	0	0	"Sentence: Results showed that SSR103800 ( 10 - 30 mg / kg
Diseases: "	"Sentence: Results showed that SSR103800 ( 10 - 30 mg / kg
Diseases:"
1575	p . o . ) blocked hyperactivity induced by the non - competitive NMDA receptor antagonist , MK - 801 and partially reversed spontaneous hyperactivity of NMDA Nr1 ( neo - / - ) mice .	O O O O O O B O O O O O O O O O O O O O O O O O B O O O O O O O O O O O	['hyperactivity']	1	2	"Sentence: p . o . ) blocked hyperactivity induced by the non - competitive NMDA receptor antagonist , MK - 801 and partially reversed spontaneous hyperactivity of NMDA Nr1 ( neo - / - ) mice .
Diseases: hyperactivity"	"Sentence: p . o . ) blocked hyperactivity induced by the non - competitive NMDA receptor antagonist , MK - 801 and partially reversed spontaneous hyperactivity of NMDA Nr1 ( neo - / - ) mice .
Diseases:"
1576	In contrast , SSR103800 failed to affect hyperactivity induced by amphetamine or naturally observed in dopamine transporter ( DAT ( - / - ) ) knockout mice ( 10 - 30 mg / kg	O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O	['hyperactivity']	1	2	"Sentence: In contrast , SSR103800 failed to affect hyperactivity induced by amphetamine or naturally observed in dopamine transporter ( DAT ( - / - ) ) knockout mice ( 10 - 30 mg / kg
Diseases: hyperactivity"	"Sentence: In contrast , SSR103800 failed to affect hyperactivity induced by amphetamine or naturally observed in dopamine transporter ( DAT ( - / - ) ) knockout mice ( 10 - 30 mg / kg
Diseases:"
1577	p . o . ) .	O O O O O O	[]	0	0	"Sentence: p . o . ) .
Diseases: "	"Sentence: p . o . ) .
Diseases:"
1578	Importantly , both classical ( haloperidol ) and atypical ( olanzapine , clozapine and aripiprazole ) antipsychotics were effective in all these models of hyperactivity .	O O O O O O O O O O O O O O O O O O O O O O O O B O	['hyperactivity']	1	2	"Sentence: Importantly , both classical ( haloperidol ) and atypical ( olanzapine , clozapine and aripiprazole ) antipsychotics were effective in all these models of hyperactivity .
Diseases: hyperactivity"	"Sentence: Importantly , both classical ( haloperidol ) and atypical ( olanzapine , clozapine and aripiprazole ) antipsychotics were effective in all these models of hyperactivity .
Diseases:"
1579	However , unlike these latter , SSR103800 did not produce catalepsy ( retention on the bar test ) up to 30 mg / kg p . o .	O O O O O O O O O O B O O O O O O O O O O O O O O O O O	['catalepsy']	1	4	"Sentence: However , unlike these latter , SSR103800 did not produce catalepsy ( retention on the bar test ) up to 30 mg / kg p . o .
Diseases: catalepsy"	"Sentence: However , unlike these latter , SSR103800 did not produce catalepsy ( retention on the bar test ) up to 30 mg / kg p . o .
Diseases:"
1580	Together these findings show that the GlyT1 inhibitor , SSR103800 , produces antipsychotic - like effects , which differ from those observed with compounds primarily targeting the dopaminergic system , and has a reduced side - effect potential as compared with these latter drugs .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Together these findings show that the GlyT1 inhibitor , SSR103800 , produces antipsychotic - like effects , which differ from those observed with compounds primarily targeting the dopaminergic system , and has a reduced side - effect potential as compared with these latter drugs .
Diseases: "	"Sentence: Together these findings show that the GlyT1 inhibitor , SSR103800 , produces antipsychotic - like effects , which differ from those observed with compounds primarily targeting the dopaminergic system , and has a reduced side - effect potential as compared with these latter drugs .
Diseases:"
1581	Phenylephrine but not ephedrine reduces frontal lobe oxygenation following anesthesia - induced hypotension .	O O O O B I I I O O O O B O	['reduces frontal lobe oxygenation', 'hypotension']	2	9	"Sentence: Phenylephrine but not ephedrine reduces frontal lobe oxygenation following anesthesia - induced hypotension .
Diseases: reduces frontal lobe oxygenation, hypotension"	"Sentence: Phenylephrine but not ephedrine reduces frontal lobe oxygenation following anesthesia - induced hypotension .
Diseases:"
1582	Vasopressor agents are used to correct anesthesia - induced hypotension .	O O O O O O O O O B O	['hypotension']	1	3	"Sentence: Vasopressor agents are used to correct anesthesia - induced hypotension .
Diseases: hypotension"	"Sentence: Vasopressor agents are used to correct anesthesia - induced hypotension .
Diseases:"
1583	We describe the effect of phenylephrine and ephedrine on frontal lobe oxygenation ( S ( c ) O ( 2 ) ) following anesthesia - induced hypotension .	O O O O O O O O O O O O O O O O O O O O O O O O O O B O	['hypotension']	1	3	"Sentence: We describe the effect of phenylephrine and ephedrine on frontal lobe oxygenation ( S ( c ) O ( 2 ) ) following anesthesia - induced hypotension .
Diseases: hypotension"	"Sentence: We describe the effect of phenylephrine and ephedrine on frontal lobe oxygenation ( S ( c ) O ( 2 ) ) following anesthesia - induced hypotension .
Diseases:"
1584	Following induction of anesthesia by fentanyl ( 0 . 15 mg kg ( - 1 ) ) and propofol ( 2 . 0 mg kg ( - 1 ) ) , 13 patients received phenylephrine ( 0 . 1 mg iv ) and 12 patients received ephedrine ( 10 mg iv ) to restore mean arterial pressure ( MAP ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Following induction of anesthesia by fentanyl ( 0 . 15 mg kg ( - 1 ) ) and propofol ( 2 . 0 mg kg ( - 1 ) ) , 13 patients received phenylephrine ( 0 . 1 mg iv ) and 12 patients received ephedrine ( 10 mg iv ) to restore mean arterial pressure ( MAP ) .
Diseases: "	"Sentence: Following induction of anesthesia by fentanyl ( 0 . 15 mg kg ( - 1 ) ) and propofol ( 2 . 0 mg kg ( - 1 ) ) , 13 patients received phenylephrine ( 0 . 1 mg iv ) and 12 patients received ephedrine ( 10 mg iv ) to restore mean arterial pressure ( MAP ) .
Diseases:"
1585	Heart rate ( HR ) , MAP , stroke volume ( SV ) , cardiac output ( CO ) , and frontal lobe oxygenation ( S ( c ) O ( 2 ) ) were registered .	O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['stroke']	1	1	"Sentence: Heart rate ( HR ) , MAP , stroke volume ( SV ) , cardiac output ( CO ) , and frontal lobe oxygenation ( S ( c ) O ( 2 ) ) were registered .
Diseases: stroke"	"Sentence: Heart rate ( HR ) , MAP , stroke volume ( SV ) , cardiac output ( CO ) , and frontal lobe oxygenation ( S ( c ) O ( 2 ) ) were registered .
Diseases:"
1586	RESULTS : Induction of anesthesia was followed by a decrease in MAP , HR , SV , and CO concomitant with an elevation in S ( c ) O ( 2 ) .	O O O O O O O O B I I I I I I I I I I O O O O O O O O O O O O O O	['a decrease in map , hr , sv , and co']	1	11	"Sentence: RESULTS : Induction of anesthesia was followed by a decrease in MAP , HR , SV , and CO concomitant with an elevation in S ( c ) O ( 2 ) .
Diseases: a decrease in map , hr , sv , and co"	"Sentence: RESULTS : Induction of anesthesia was followed by a decrease in MAP , HR , SV , and CO concomitant with an elevation in S ( c ) O ( 2 ) .
Diseases:"
1587	After administration of phenylephrine , MAP increased ( 51 + / - 12 to 81 + / - 13 mmHg ; P < 0 . 001 ; mean + / - SD ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: After administration of phenylephrine , MAP increased ( 51 + / - 12 to 81 + / - 13 mmHg ; P < 0 . 001 ; mean + / - SD ) .
Diseases: "	"Sentence: After administration of phenylephrine , MAP increased ( 51 + / - 12 to 81 + / - 13 mmHg ; P < 0 . 001 ; mean + / - SD ) .
Diseases:"
1588	However , a 14 % ( from 70 + / - 8 % to 60 + / - 7 % ) reduction in S ( c ) O ( 2 )	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: However , a 14 % ( from 70 + / - 8 % to 60 + / - 7 % ) reduction in S ( c ) O ( 2 )
Diseases: "	"Sentence: However , a 14 % ( from 70 + / - 8 % to 60 + / - 7 % ) reduction in S ( c ) O ( 2 )
Diseases:"
1589	( P < 0 . 05 ) followed with no change in CO ( 3 . 7 + / - 1 . 1 to 3 . 4 + / - 0 . 9 l min ( - 1 ) ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: ( P < 0 . 05 ) followed with no change in CO ( 3 . 7 + / - 1 . 1 to 3 . 4 + / - 0 . 9 l min ( - 1 ) ) .
Diseases: "	"Sentence: ( P < 0 . 05 ) followed with no change in CO ( 3 . 7 + / - 1 . 1 to 3 . 4 + / - 0 . 9 l min ( - 1 ) ) .
Diseases:"
1590	The administration of ephedrine led to a similar increase in MAP ( 53 + / - 9 to 79 + / - 8 mmHg ; P < 0 . 001 ) , restored CO ( 3 . 2 + / - 1 . 2 to 5 . 0 + / - 1 . 3 l min ( - 1 ) ) , and preserved S ( c ) O ( 2 ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The administration of ephedrine led to a similar increase in MAP ( 53 + / - 9 to 79 + / - 8 mmHg ; P < 0 . 001 ) , restored CO ( 3 . 2 + / - 1 . 2 to 5 . 0 + / - 1 . 3 l min ( - 1 ) ) , and preserved S ( c ) O ( 2 ) .
Diseases: "	"Sentence: The administration of ephedrine led to a similar increase in MAP ( 53 + / - 9 to 79 + / - 8 mmHg ; P < 0 . 001 ) , restored CO ( 3 . 2 + / - 1 . 2 to 5 . 0 + / - 1 . 3 l min ( - 1 ) ) , and preserved S ( c ) O ( 2 ) .
Diseases:"
1591	CONCLUSIONS : The utilization of phenylephrine to correct hypotension induced by anesthesia has a negative impact on S ( c ) O ( 2 ) while ephedrine maintains frontal lobe oxygenation potentially related to an increase in CO .	O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['hypotension']	1	3	"Sentence: CONCLUSIONS : The utilization of phenylephrine to correct hypotension induced by anesthesia has a negative impact on S ( c ) O ( 2 ) while ephedrine maintains frontal lobe oxygenation potentially related to an increase in CO .
Diseases: hypotension"	"Sentence: CONCLUSIONS : The utilization of phenylephrine to correct hypotension induced by anesthesia has a negative impact on S ( c ) O ( 2 ) while ephedrine maintains frontal lobe oxygenation potentially related to an increase in CO .
Diseases:"
1592	A novel , multiple symptom model of obsessive - compulsive - like behaviors in animals .	O O O O O O O B I I I I I O O O	['obsessive - compulsive - like behaviors']	1	9	"Sentence: A novel , multiple symptom model of obsessive - compulsive - like behaviors in animals .
Diseases: obsessive - compulsive - like behaviors"	"Sentence: A novel , multiple symptom model of obsessive - compulsive - like behaviors in animals .
Diseases:"
1593	Current animal models of obsessive - compulsive disorder ( OCD ) typically involve acute , drug - induced symptom provocation or a genetic association with stereotypies or anxiety .	O O O O B I I I O B O O O O O O O O O O O O O O O O O B O	['ocd', 'obsessive - compulsive disorder', 'anxiety']	3	10	"Sentence: Current animal models of obsessive - compulsive disorder ( OCD ) typically involve acute , drug - induced symptom provocation or a genetic association with stereotypies or anxiety .
Diseases: ocd, obsessive - compulsive disorder, anxiety"	"Sentence: Current animal models of obsessive - compulsive disorder ( OCD ) typically involve acute , drug - induced symptom provocation or a genetic association with stereotypies or anxiety .
Diseases:"
1594	None of these current models demonstrate multiple OCD - like behaviors .	O O O O O O O B O O O O	['ocd']	1	2	"Sentence: None of these current models demonstrate multiple OCD - like behaviors .
Diseases: ocd"	"Sentence: None of these current models demonstrate multiple OCD - like behaviors .
Diseases:"
1595	Neonatal rats were treated with the tricyclic antidepressant clomipramine or vehicle between days 9 and 16 twice daily and behaviorally tested in adulthood .	O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Neonatal rats were treated with the tricyclic antidepressant clomipramine or vehicle between days 9 and 16 twice daily and behaviorally tested in adulthood .
Diseases: "	"Sentence: Neonatal rats were treated with the tricyclic antidepressant clomipramine or vehicle between days 9 and 16 twice daily and behaviorally tested in adulthood .
Diseases:"
1596	Clomipramine exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety ( elevated plus maze and marble burying ) , behavioral inflexibility ( perseveration in the spontaneous alternation task and impaired reversal learning ) , working memory impairment ( e . g . , win - shift paradigm ) , hoarding , and corticostriatal dysfunction .	O O O O O O O O O O O O O O B O O O O O O O O O B I O O O O O O O O O O O O O O B I O O O O O O O O O O O O B O O B I O	['memory impairment', 'hoarding', 'anxiety', 'behavioral inflexibility', 'corticostriatal dysfunction']	5	19	"Sentence: Clomipramine exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety ( elevated plus maze and marble burying ) , behavioral inflexibility ( perseveration in the spontaneous alternation task and impaired reversal learning ) , working memory impairment ( e . g . , win - shift paradigm ) , hoarding , and corticostriatal dysfunction .
Diseases: memory impairment, hoarding, anxiety, behavioral inflexibility, corticostriatal dysfunction"	"Sentence: Clomipramine exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety ( elevated plus maze and marble burying ) , behavioral inflexibility ( perseveration in the spontaneous alternation task and impaired reversal learning ) , working memory impairment ( e . g . , win - shift paradigm ) , hoarding , and corticostriatal dysfunction .
Diseases:"
1597	Dopamine D2 receptors were elevated in the striatum , whereas serotonin 2C , but not serotonin 1A , receptors were elevated in the orbital frontal cortex .	O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Dopamine D2 receptors were elevated in the striatum , whereas serotonin 2C , but not serotonin 1A , receptors were elevated in the orbital frontal cortex .
Diseases: "	"Sentence: Dopamine D2 receptors were elevated in the striatum , whereas serotonin 2C , but not serotonin 1A , receptors were elevated in the orbital frontal cortex .
Diseases:"
1598	This is the first demonstration of multiple symptoms consistent with an OCD - like profile in animals .	O O O O O O O O O O O B O O O O O O	['ocd']	1	2	"Sentence: This is the first demonstration of multiple symptoms consistent with an OCD - like profile in animals .
Diseases: ocd"	"Sentence: This is the first demonstration of multiple symptoms consistent with an OCD - like profile in animals .
Diseases:"
1599	Moreover , these behaviors are accompanied by biochemical changes in brain regions previously identified as relevant to OCD .	O O O O O O O O O O O O O O O O O B O	['ocd']	1	2	"Sentence: Moreover , these behaviors are accompanied by biochemical changes in brain regions previously identified as relevant to OCD .
Diseases: ocd"	"Sentence: Moreover , these behaviors are accompanied by biochemical changes in brain regions previously identified as relevant to OCD .
Diseases:"
1600	This novel model of OCD demonstrates that drug exposure during a sensitive period can program disease - like systems permanently , which could have implications for current and future therapeutic strategies for this and other psychiatric disorders .	O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O	['ocd', 'psychiatric disorders']	2	5	"Sentence: This novel model of OCD demonstrates that drug exposure during a sensitive period can program disease - like systems permanently , which could have implications for current and future therapeutic strategies for this and other psychiatric disorders .
Diseases: ocd, psychiatric disorders"	"Sentence: This novel model of OCD demonstrates that drug exposure during a sensitive period can program disease - like systems permanently , which could have implications for current and future therapeutic strategies for this and other psychiatric disorders .
Diseases:"
1601	Late recovery of renal function in a woman with the hemolytic uremic syndrome .	O O O O O O O O O O B I I O	['hemolytic uremic syndrome']	1	7	"Sentence: Late recovery of renal function in a woman with the hemolytic uremic syndrome .
Diseases: hemolytic uremic syndrome"	"Sentence: Late recovery of renal function in a woman with the hemolytic uremic syndrome .
Diseases:"
1602	A case is reported of the hemolytic uremic syndrome ( HUS ) in a woman taking oral contraceptives .	O O O O O O B I I O B O O O O O O O O	['hemolytic uremic syndrome', 'hus']	2	9	"Sentence: A case is reported of the hemolytic uremic syndrome ( HUS ) in a woman taking oral contraceptives .
Diseases: hemolytic uremic syndrome, hus"	"Sentence: A case is reported of the hemolytic uremic syndrome ( HUS ) in a woman taking oral contraceptives .
Diseases:"
1603	She was treated with heparin , dipyridamole and hemodialysis ; and after more than three months , her urinary output rose above 500 ml ; and six months after the onset of anuria , dialysis treatment was stopped .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O	['anuria']	1	2	"Sentence: She was treated with heparin , dipyridamole and hemodialysis ; and after more than three months , her urinary output rose above 500 ml ; and six months after the onset of anuria , dialysis treatment was stopped .
Diseases: anuria"	"Sentence: She was treated with heparin , dipyridamole and hemodialysis ; and after more than three months , her urinary output rose above 500 ml ; and six months after the onset of anuria , dialysis treatment was stopped .
Diseases:"
1604	This case emphasizes the possibility that HUS in adults is not invariably irreversible and that , despite prolonged oliguria , recovery of renal function can be obtained .	O O O O O O B O O O O O O O O O O O B O O O O O O O O O	['hus', 'oliguria']	2	4	"Sentence: This case emphasizes the possibility that HUS in adults is not invariably irreversible and that , despite prolonged oliguria , recovery of renal function can be obtained .
Diseases: hus, oliguria"	"Sentence: This case emphasizes the possibility that HUS in adults is not invariably irreversible and that , despite prolonged oliguria , recovery of renal function can be obtained .
Diseases:"
1605	Therefore , in adult patients affected by HUS , dialysis should not be discontinued prematurely ; moreover , bilateral nephrectomy , for treatment of severe hypertension and microangiopathic hemolytic anemia , should be performed with caution .	O O O O O O O B O O O O O O O O O O O O O O O O O B O B I I O O O O O O O	['microangiopathic hemolytic anemia', 'hus', 'hypertension']	3	14	"Sentence: Therefore , in adult patients affected by HUS , dialysis should not be discontinued prematurely ; moreover , bilateral nephrectomy , for treatment of severe hypertension and microangiopathic hemolytic anemia , should be performed with caution .
Diseases: microangiopathic hemolytic anemia, hus, hypertension"	"Sentence: Therefore , in adult patients affected by HUS , dialysis should not be discontinued prematurely ; moreover , bilateral nephrectomy , for treatment of severe hypertension and microangiopathic hemolytic anemia , should be performed with caution .
Diseases:"
1606	Effects of acetylsalicylic acid , dipyridamole , and hydrocortisone on epinephrine - induced myocardial injury in dogs .	O O O O O O O O O O O O O B I O O O	['myocardial injury']	1	4	"Sentence: Effects of acetylsalicylic acid , dipyridamole , and hydrocortisone on epinephrine - induced myocardial injury in dogs .
Diseases: myocardial injury"	"Sentence: Effects of acetylsalicylic acid , dipyridamole , and hydrocortisone on epinephrine - induced myocardial injury in dogs .
Diseases:"
1607	A reproducible model for producing diffuse myocardial injury ( epinephrine infusion ) has been developed to study the cardioprotective effects of agents or maneuvers which might alter the evolution of acute myocardial infarction .	O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O B I O	['myocardial injury', 'myocardial infarction']	2	11	"Sentence: A reproducible model for producing diffuse myocardial injury ( epinephrine infusion ) has been developed to study the cardioprotective effects of agents or maneuvers which might alter the evolution of acute myocardial infarction .
Diseases: myocardial injury, myocardial infarction"	"Sentence: A reproducible model for producing diffuse myocardial injury ( epinephrine infusion ) has been developed to study the cardioprotective effects of agents or maneuvers which might alter the evolution of acute myocardial infarction .
Diseases:"
1608	Infusions of epinephrine ( 4 mug per kilogram per minute for 6 hours ) increased radiocalcium uptakes into intact myocardium and each of its subcellular components with the mitochondrial fraction showing the most consistent changes when compared to saline - infused control animals ( 4 , 957 vs . 827 counts per minute per gram of dried tissue or fraction ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Infusions of epinephrine ( 4 mug per kilogram per minute for 6 hours ) increased radiocalcium uptakes into intact myocardium and each of its subcellular components with the mitochondrial fraction showing the most consistent changes when compared to saline - infused control animals ( 4 , 957 vs . 827 counts per minute per gram of dried tissue or fraction ) .
Diseases: "	"Sentence: Infusions of epinephrine ( 4 mug per kilogram per minute for 6 hours ) increased radiocalcium uptakes into intact myocardium and each of its subcellular components with the mitochondrial fraction showing the most consistent changes when compared to saline - infused control animals ( 4 , 957 vs . 827 counts per minute per gram of dried tissue or fraction ) .
Diseases:"
1609	Myocardial concentrations of calcium also increased significantly ( 12 . 0 vs . 5 . 0 mg . per 100 Gm . of fat - free dry weight ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Myocardial concentrations of calcium also increased significantly ( 12 . 0 vs . 5 . 0 mg . per 100 Gm . of fat - free dry weight ) .
Diseases: "	"Sentence: Myocardial concentrations of calcium also increased significantly ( 12 . 0 vs . 5 . 0 mg . per 100 Gm . of fat - free dry weight ) .
Diseases:"
1610	Infusions of calcium chloride sufficient to raise serum calcium concentrations 2 mEq .	O O O O O O O O O O O O O	[]	0	0	"Sentence: Infusions of calcium chloride sufficient to raise serum calcium concentrations 2 mEq .
Diseases: "	"Sentence: Infusions of calcium chloride sufficient to raise serum calcium concentrations 2 mEq .
Diseases:"
1611	per liter failed to increase calcium influx into the myocardial cell .	O O O O O O O O O O O O	[]	0	0	"Sentence: per liter failed to increase calcium influx into the myocardial cell .
Diseases: "	"Sentence: per liter failed to increase calcium influx into the myocardial cell .
Diseases:"
