	sents	ner_seq	entities	num_entities	num_tokens	prompts	empty_prompts
176	It was found that he was a poor metabolizer of all four drugs , indicating that their metabolism is under the same genetic control .	O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: It was found that he was a poor metabolizer of all four drugs , indicating that their metabolism is under the same genetic control .
Drugs: "	"Sentence: It was found that he was a poor metabolizer of all four drugs , indicating that their metabolism is under the same genetic control .
Drugs:"
177	Therefore , patients belonging to the poor - metabolizer phenotype of sparteine / debrisoquine polymorphism in drug metabolism , which constitutes 6 . 4 % of the German population , may experience adverse drug reactions when treated with standard doses of one of these drugs alone .	O O O O O O O O O O O B O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['sparteine', 'debrisoquine']	2	7	"Sentence: Therefore , patients belonging to the poor - metabolizer phenotype of sparteine / debrisoquine polymorphism in drug metabolism , which constitutes 6 . 4 % of the German population , may experience adverse drug reactions when treated with standard doses of one of these drugs alone .
Drugs: sparteine, debrisoquine"	"Sentence: Therefore , patients belonging to the poor - metabolizer phenotype of sparteine / debrisoquine polymorphism in drug metabolism , which constitutes 6 . 4 % of the German population , may experience adverse drug reactions when treated with standard doses of one of these drugs alone .
Drugs:"
178	Moreover , the coadministration of these frequently used drugs is expected to be especially harmful in this subgroup of patients .	O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Moreover , the coadministration of these frequently used drugs is expected to be especially harmful in this subgroup of patients .
Drugs: "	"Sentence: Moreover , the coadministration of these frequently used drugs is expected to be especially harmful in this subgroup of patients .
Drugs:"
179	Triazolam - induced brief episodes of secondary mania in a depressed patient .	B O O O O O O O O O O O O	['triazolam']	1	4	"Sentence: Triazolam - induced brief episodes of secondary mania in a depressed patient .
Drugs: triazolam"	"Sentence: Triazolam - induced brief episodes of secondary mania in a depressed patient .
Drugs:"
180	Large doses of triazolam repeatedly induced brief episodes of mania in a depressed elderly woman .	O O O B O O O O O O O O O O O O	['triazolam']	1	4	"Sentence: Large doses of triazolam repeatedly induced brief episodes of mania in a depressed elderly woman .
Drugs: triazolam"	"Sentence: Large doses of triazolam repeatedly induced brief episodes of mania in a depressed elderly woman .
Drugs:"
181	Features of organic mental disorder ( delirium ) were not present .	O O O O O O O O O O O O	[]	0	0	"Sentence: Features of organic mental disorder ( delirium ) were not present .
Drugs: "	"Sentence: Features of organic mental disorder ( delirium ) were not present .
Drugs:"
182	Manic excitement was coincident with the duration of action of triazolam .	O O O O O O O O O O B O	['triazolam']	1	4	"Sentence: Manic excitement was coincident with the duration of action of triazolam .
Drugs: triazolam"	"Sentence: Manic excitement was coincident with the duration of action of triazolam .
Drugs:"
183	The possible contribution of the triazolo group to changes in affective status is discussed .	O O O O O B O O O O O O O O O	['triazolo']	1	3	"Sentence: The possible contribution of the triazolo group to changes in affective status is discussed .
Drugs: triazolo"	"Sentence: The possible contribution of the triazolo group to changes in affective status is discussed .
Drugs:"
184	On the mechanisms of the development of tolerance to the muscular rigidity produced by morphine in rats .	O O O O O O O O O O O O O O B O O O	['morphine']	1	2	"Sentence: On the mechanisms of the development of tolerance to the muscular rigidity produced by morphine in rats .
Drugs: morphine"	"Sentence: On the mechanisms of the development of tolerance to the muscular rigidity produced by morphine in rats .
Drugs:"
185	The development of tolerance to the muscular rigidity produced by morphine was studied in rats .	O O O O O O O O O O B O O O O O	['morphine']	1	2	"Sentence: The development of tolerance to the muscular rigidity produced by morphine was studied in rats .
Drugs: morphine"	"Sentence: The development of tolerance to the muscular rigidity produced by morphine was studied in rats .
Drugs:"
186	Saline - pretreated controls given a test dose of morphine ( 20 mg / kg i . p . ) showed a pronounced rigidity recorded as tonic activity in the electromyogram .	O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O	['morphine']	1	2	"Sentence: Saline - pretreated controls given a test dose of morphine ( 20 mg / kg i . p . ) showed a pronounced rigidity recorded as tonic activity in the electromyogram .
Drugs: morphine"	"Sentence: Saline - pretreated controls given a test dose of morphine ( 20 mg / kg i . p . ) showed a pronounced rigidity recorded as tonic activity in the electromyogram .
Drugs:"
187	Rats treated for 11 days with morphine and withdrawn for 36 - 40 h showed differences in the development of tolerance : about half of the animals showed a rigidity after the test dose of morphine that was not significantly less than in the controls and were akinetic ( A group ) .	O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O	['morphine']	1	2	"Sentence: Rats treated for 11 days with morphine and withdrawn for 36 - 40 h showed differences in the development of tolerance : about half of the animals showed a rigidity after the test dose of morphine that was not significantly less than in the controls and were akinetic ( A group ) .
Drugs: morphine"	"Sentence: Rats treated for 11 days with morphine and withdrawn for 36 - 40 h showed differences in the development of tolerance : about half of the animals showed a rigidity after the test dose of morphine that was not significantly less than in the controls and were akinetic ( A group ) .
Drugs:"
188	The other rats showed a strong decrease in the rigidity and the occurrence of stereotyped ( S ) licking and / or gnawing in presence of akinetic or hyperkinetic ( K ) behaviour ( AS / KS group ) , suggesting signs of dopaminergic activation .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The other rats showed a strong decrease in the rigidity and the occurrence of stereotyped ( S ) licking and / or gnawing in presence of akinetic or hyperkinetic ( K ) behaviour ( AS / KS group ) , suggesting signs of dopaminergic activation .
Drugs: "	"Sentence: The other rats showed a strong decrease in the rigidity and the occurrence of stereotyped ( S ) licking and / or gnawing in presence of akinetic or hyperkinetic ( K ) behaviour ( AS / KS group ) , suggesting signs of dopaminergic activation .
Drugs:"
189	The rigidity was considerably decreased in both groups after 20 days ' treatment .	O O O O O O O O O O O O O O	[]	0	0	"Sentence: The rigidity was considerably decreased in both groups after 20 days ' treatment .
Drugs: "	"Sentence: The rigidity was considerably decreased in both groups after 20 days ' treatment .
Drugs:"
190	In a further series of experiments , haloperidol ( 0 . 2 mg / kg i . p . ) was used in order to block the dopaminergic activation and to estimate the real degree of the tolerance to the rigidity without any dopaminergic interference .	O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['haloperidol']	1	4	"Sentence: In a further series of experiments , haloperidol ( 0 . 2 mg / kg i . p . ) was used in order to block the dopaminergic activation and to estimate the real degree of the tolerance to the rigidity without any dopaminergic interference .
Drugs: haloperidol"	"Sentence: In a further series of experiments , haloperidol ( 0 . 2 mg / kg i . p . ) was used in order to block the dopaminergic activation and to estimate the real degree of the tolerance to the rigidity without any dopaminergic interference .
Drugs:"
191	Haloperidol enhanced the rigidity in the A group .	B O O O O O O O O	['haloperidol']	1	4	"Sentence: Haloperidol enhanced the rigidity in the A group .
Drugs: haloperidol"	"Sentence: Haloperidol enhanced the rigidity in the A group .
Drugs:"
192	However , the level in the AS / KS group remained considerably lower than in the A group .	O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: However , the level in the AS / KS group remained considerably lower than in the A group .
Drugs: "	"Sentence: However , the level in the AS / KS group remained considerably lower than in the A group .
Drugs:"
193	The results suggest that rigidity , which is assumed to be due to an action of morphine in the striatum , can be antagonized by another process leading to dopaminergic activation in the striatum .	O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O	['morphine']	1	2	"Sentence: The results suggest that rigidity , which is assumed to be due to an action of morphine in the striatum , can be antagonized by another process leading to dopaminergic activation in the striatum .
Drugs: morphine"	"Sentence: The results suggest that rigidity , which is assumed to be due to an action of morphine in the striatum , can be antagonized by another process leading to dopaminergic activation in the striatum .
Drugs:"
194	Nevertheless , there occurs some real tolerance to this effect .	O O O O O O O O O O O	[]	0	0	"Sentence: Nevertheless , there occurs some real tolerance to this effect .
Drugs: "	"Sentence: Nevertheless , there occurs some real tolerance to this effect .
Drugs:"
195	The rapid alternations of rigidity and the signs of dopaminergic activation observed in the animals of the AS / KS group might be due to rapid shifts in the predominance of various DA - innervated structures .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The rapid alternations of rigidity and the signs of dopaminergic activation observed in the animals of the AS / KS group might be due to rapid shifts in the predominance of various DA - innervated structures .
Drugs: "	"Sentence: The rapid alternations of rigidity and the signs of dopaminergic activation observed in the animals of the AS / KS group might be due to rapid shifts in the predominance of various DA - innervated structures .
Drugs:"
196	Compression neuropathy of the radial nerve due to pentazocine - induced fibrous myopathy .	O O O O O O O O B O O O O O	['pentazocine']	1	4	"Sentence: Compression neuropathy of the radial nerve due to pentazocine - induced fibrous myopathy .
Drugs: pentazocine"	"Sentence: Compression neuropathy of the radial nerve due to pentazocine - induced fibrous myopathy .
Drugs:"
197	Fibrous myopathy is a common , well - known side effect of repeated pentazocine injection .	O O O O O O O O O O O O O B O O	['pentazocine']	1	4	"Sentence: Fibrous myopathy is a common , well - known side effect of repeated pentazocine injection .
Drugs: pentazocine"	"Sentence: Fibrous myopathy is a common , well - known side effect of repeated pentazocine injection .
Drugs:"
198	However , compression neuropathy due to fibrotic muscle affected by pentazocine - induced myopathy has not previously been reported .	O O O O O O O O O O B O O O O O O O O O	['pentazocine']	1	4	"Sentence: However , compression neuropathy due to fibrotic muscle affected by pentazocine - induced myopathy has not previously been reported .
Drugs: pentazocine"	"Sentence: However , compression neuropathy due to fibrotic muscle affected by pentazocine - induced myopathy has not previously been reported .
Drugs:"
199	In a 37 - year - old woman with documented pentazocine - induced fibrous myopathy of triceps and deltoid muscles bilaterally and a three - week history of right wrist drop , electrodiagnostic examination showed a severe but partial lesion of the right radial nerve distal to the branches to the triceps , in addition to the fibrous myopathy .	O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['pentazocine']	1	4	"Sentence: In a 37 - year - old woman with documented pentazocine - induced fibrous myopathy of triceps and deltoid muscles bilaterally and a three - week history of right wrist drop , electrodiagnostic examination showed a severe but partial lesion of the right radial nerve distal to the branches to the triceps , in addition to the fibrous myopathy .
Drugs: pentazocine"	"Sentence: In a 37 - year - old woman with documented pentazocine - induced fibrous myopathy of triceps and deltoid muscles bilaterally and a three - week history of right wrist drop , electrodiagnostic examination showed a severe but partial lesion of the right radial nerve distal to the branches to the triceps , in addition to the fibrous myopathy .
Drugs:"
200	Surgery revealed the right radial nerve to be severely compressed by the densely fibrotic lateral head of the triceps .	O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Surgery revealed the right radial nerve to be severely compressed by the densely fibrotic lateral head of the triceps .
Drugs: "	"Sentence: Surgery revealed the right radial nerve to be severely compressed by the densely fibrotic lateral head of the triceps .
Drugs:"
201	Decompression and neurolysis were performed with good subsequent recovery of function .	O O O O O O O O O O O O	[]	0	0	"Sentence: Decompression and neurolysis were performed with good subsequent recovery of function .
Drugs: "	"Sentence: Decompression and neurolysis were performed with good subsequent recovery of function .
Drugs:"
202	Recurrent reversible acute renal failure from amphotericin .	O O O O O O B O	['amphotericin']	1	4	"Sentence: Recurrent reversible acute renal failure from amphotericin .
Drugs: amphotericin"	"Sentence: Recurrent reversible acute renal failure from amphotericin .
Drugs:"
203	A patient with cryptogenic cirrhosis and disseminated sporotrichosis developed acute renal failure immediately following the administration of amphotericin B on four separate occasions .	O O O O O O O O O O O O O O O O O B I O O O O O	['amphotericin b']	1	5	"Sentence: A patient with cryptogenic cirrhosis and disseminated sporotrichosis developed acute renal failure immediately following the administration of amphotericin B on four separate occasions .
Drugs: amphotericin b"	"Sentence: A patient with cryptogenic cirrhosis and disseminated sporotrichosis developed acute renal failure immediately following the administration of amphotericin B on four separate occasions .
Drugs:"
204	The abruptness of the renal failure and its reversibility within days suggests that there was a functional component to the renal dysfunction .	O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The abruptness of the renal failure and its reversibility within days suggests that there was a functional component to the renal dysfunction .
Drugs: "	"Sentence: The abruptness of the renal failure and its reversibility within days suggests that there was a functional component to the renal dysfunction .
Drugs:"
205	We propose that amphotericin , in the setting of reduced effective arterial volume , may activate tubuloglomerular feedback , thereby contributing to acute renal failure .	O O O B O O O O O O O O O O O O O O O O O O O O O O	['amphotericin']	1	4	"Sentence: We propose that amphotericin , in the setting of reduced effective arterial volume , may activate tubuloglomerular feedback , thereby contributing to acute renal failure .
Drugs: amphotericin"	"Sentence: We propose that amphotericin , in the setting of reduced effective arterial volume , may activate tubuloglomerular feedback , thereby contributing to acute renal failure .
Drugs:"
206	Pneumonitis with pleural and pericardial effusion and neuropathy during amiodarone therapy .	O O O O O O O O O B O O	['amiodarone']	1	4	"Sentence: Pneumonitis with pleural and pericardial effusion and neuropathy during amiodarone therapy .
Drugs: amiodarone"	"Sentence: Pneumonitis with pleural and pericardial effusion and neuropathy during amiodarone therapy .
Drugs:"
207	A patient with sinuatrial disease and implanted pacemaker was treated with amiodarone ( maximum dose 1000 mg , maintenance dose 800 mg daily ) for 10 months , for control of supraventricular tachyarrhythmias .	O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O	['amiodarone']	1	4	"Sentence: A patient with sinuatrial disease and implanted pacemaker was treated with amiodarone ( maximum dose 1000 mg , maintenance dose 800 mg daily ) for 10 months , for control of supraventricular tachyarrhythmias .
Drugs: amiodarone"	"Sentence: A patient with sinuatrial disease and implanted pacemaker was treated with amiodarone ( maximum dose 1000 mg , maintenance dose 800 mg daily ) for 10 months , for control of supraventricular tachyarrhythmias .
Drugs:"
208	He developed pneumonitis , pleural and pericardial effusions , and a predominantly proximal motor neuropathy .	O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: He developed pneumonitis , pleural and pericardial effusions , and a predominantly proximal motor neuropathy .
Drugs: "	"Sentence: He developed pneumonitis , pleural and pericardial effusions , and a predominantly proximal motor neuropathy .
Drugs:"
209	Immediate but gradual improvement followed withdrawal of amiodarone and treatment with prednisolone .	O O O O O O O B O O O B O	['amiodarone', 'prednisolone']	2	9	"Sentence: Immediate but gradual improvement followed withdrawal of amiodarone and treatment with prednisolone .
Drugs: amiodarone, prednisolone"	"Sentence: Immediate but gradual improvement followed withdrawal of amiodarone and treatment with prednisolone .
Drugs:"
210	Review of this and previously reported cases indicates the need for early diagnosis of amiodarone pneumonitis , immediate withdrawal of amiodarone , and prompt but continued steroid therapy to ensure full recovery .	O O O O O O O O O O O O O O B O O O O O B O O O O O B O O O O O O	['amiodarone', 'steroid']	2	6	"Sentence: Review of this and previously reported cases indicates the need for early diagnosis of amiodarone pneumonitis , immediate withdrawal of amiodarone , and prompt but continued steroid therapy to ensure full recovery .
Drugs: amiodarone, steroid"	"Sentence: Review of this and previously reported cases indicates the need for early diagnosis of amiodarone pneumonitis , immediate withdrawal of amiodarone , and prompt but continued steroid therapy to ensure full recovery .
Drugs:"
211	Indomethacin - induced renal insufficiency : recurrence on rechallenge .	B O O O O O O O O O	['indomethacin']	1	5	"Sentence: Indomethacin - induced renal insufficiency : recurrence on rechallenge .
Drugs: indomethacin"	"Sentence: Indomethacin - induced renal insufficiency : recurrence on rechallenge .
Drugs:"
212	We have reported a case of acute oliguric renal failure with hyperkalemia in a patient with cirrhosis , ascites , and cor pulmonale after indomethacin therapy .	O O O O O O O O O O O O O O O O O O O O O O O O B O O	['indomethacin']	1	5	"Sentence: We have reported a case of acute oliguric renal failure with hyperkalemia in a patient with cirrhosis , ascites , and cor pulmonale after indomethacin therapy .
Drugs: indomethacin"	"Sentence: We have reported a case of acute oliguric renal failure with hyperkalemia in a patient with cirrhosis , ascites , and cor pulmonale after indomethacin therapy .
Drugs:"
213	Prompt restoration of renal function followed drug withdrawal , while re - exposure to a single dose of indomethacin caused recurrence of acute reversible oliguria .	O O O O O O O O O O O O O O O O O O B O O O O O O O	['indomethacin']	1	5	"Sentence: Prompt restoration of renal function followed drug withdrawal , while re - exposure to a single dose of indomethacin caused recurrence of acute reversible oliguria .
Drugs: indomethacin"	"Sentence: Prompt restoration of renal function followed drug withdrawal , while re - exposure to a single dose of indomethacin caused recurrence of acute reversible oliguria .
Drugs:"
214	Our case supports the hypothesis that endogenous renal prostaglandins play a role in the maintenance of renal blood flow when circulating plasma volume is diminished .	O O O O O O O O B O O O O O O O O O O O O O O O O O	['prostaglandins']	1	5	"Sentence: Our case supports the hypothesis that endogenous renal prostaglandins play a role in the maintenance of renal blood flow when circulating plasma volume is diminished .
Drugs: prostaglandins"	"Sentence: Our case supports the hypothesis that endogenous renal prostaglandins play a role in the maintenance of renal blood flow when circulating plasma volume is diminished .
Drugs:"
215	Since nonsteroidal anti - inflammatory agents interfere with this compensatory mechanism and may cause acute renal failure , they should be used with caution in such patients .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Since nonsteroidal anti - inflammatory agents interfere with this compensatory mechanism and may cause acute renal failure , they should be used with caution in such patients .
Drugs: "	"Sentence: Since nonsteroidal anti - inflammatory agents interfere with this compensatory mechanism and may cause acute renal failure , they should be used with caution in such patients .
Drugs:"
216	Comparison of the subjective effects and plasma concentrations following oral and i . m .	O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Comparison of the subjective effects and plasma concentrations following oral and i . m .
Drugs: "	"Sentence: Comparison of the subjective effects and plasma concentrations following oral and i . m .
Drugs:"
217	administration of flunitrazepam in volunteers .	O O B O O O	['flunitrazepam']	1	5	"Sentence: administration of flunitrazepam in volunteers .
Drugs: flunitrazepam"	"Sentence: administration of flunitrazepam in volunteers .
Drugs:"
218	Flunitrazepam 0 . 5 , 1 . 0 or 2 . 0 mg was given by the oral or i . m .	B O O O O O O O O O O O O O O O O O O O O O O	['flunitrazepam']	1	5	"Sentence: Flunitrazepam 0 . 5 , 1 . 0 or 2 . 0 mg was given by the oral or i . m .
Drugs: flunitrazepam"	"Sentence: Flunitrazepam 0 . 5 , 1 . 0 or 2 . 0 mg was given by the oral or i . m .
Drugs:"
219	routes to groups of volunteers and its effects compared .	O O O O O O O O O O	[]	0	0	"Sentence: routes to groups of volunteers and its effects compared .
Drugs: "	"Sentence: routes to groups of volunteers and its effects compared .
Drugs:"
220	Plasma concentrations of the drug were estimated by gas - liquid chromatography , in a smaller number of the subjects .	O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Plasma concentrations of the drug were estimated by gas - liquid chromatography , in a smaller number of the subjects .
Drugs: "	"Sentence: Plasma concentrations of the drug were estimated by gas - liquid chromatography , in a smaller number of the subjects .
Drugs:"
221	The most striking effect was sedation which increased with the dose , 2 mg producing deep sleep although the subjects could still be aroused .	O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The most striking effect was sedation which increased with the dose , 2 mg producing deep sleep although the subjects could still be aroused .
Drugs: "	"Sentence: The most striking effect was sedation which increased with the dose , 2 mg producing deep sleep although the subjects could still be aroused .
Drugs:"
222	The effects of i . m .	O O O O O O O	[]	0	0	"Sentence: The effects of i . m .
Drugs: "	"Sentence: The effects of i . m .
Drugs:"
223	administration were apparent earlier and sometimes lasted longer than those following oral administration .	O O O O O O O O O O O O O O	[]	0	0	"Sentence: administration were apparent earlier and sometimes lasted longer than those following oral administration .
Drugs: "	"Sentence: administration were apparent earlier and sometimes lasted longer than those following oral administration .
Drugs:"
224	Dizziness was less marked than sedation , but increased with the dose .	O O O O O O O O O O O O O	[]	0	0	"Sentence: Dizziness was less marked than sedation , but increased with the dose .
Drugs: "	"Sentence: Dizziness was less marked than sedation , but increased with the dose .
Drugs:"
225	There was pain on i . m .	O O O O O O O O	[]	0	0	"Sentence: There was pain on i . m .
Drugs: "	"Sentence: There was pain on i . m .
Drugs:"
226	injection of flunitrazepam significantly more often than with isotonic saline .	O O B O O O O O O O O	['flunitrazepam']	1	5	"Sentence: injection of flunitrazepam significantly more often than with isotonic saline .
Drugs: flunitrazepam"	"Sentence: injection of flunitrazepam significantly more often than with isotonic saline .
Drugs:"
227	Plasma concentrations varied with dose and route and corresponded qualitatively with the subjective effects .	O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Plasma concentrations varied with dose and route and corresponded qualitatively with the subjective effects .
Drugs: "	"Sentence: Plasma concentrations varied with dose and route and corresponded qualitatively with the subjective effects .
Drugs:"
228	The drug was still present in measurable quantities after 24 h even with the smallest dose .	O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The drug was still present in measurable quantities after 24 h even with the smallest dose .
Drugs: "	"Sentence: The drug was still present in measurable quantities after 24 h even with the smallest dose .
Drugs:"
229	Changes in heart size during long - term timolol treatment after myocardial infarction .	O O O O O O O O B O O O O O	['timolol']	1	3	"Sentence: Changes in heart size during long - term timolol treatment after myocardial infarction .
Drugs: timolol"	"Sentence: Changes in heart size during long - term timolol treatment after myocardial infarction .
Drugs:"
230	The effect of long - term timolol treatment on heart size after myocardial infarction was evaluated by X - ray in a double - blind study including 241 patients ( placebo 126 , timolol 115 ) .	O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O	['timolol']	1	3	"Sentence: The effect of long - term timolol treatment on heart size after myocardial infarction was evaluated by X - ray in a double - blind study including 241 patients ( placebo 126 , timolol 115 ) .
Drugs: timolol"	"Sentence: The effect of long - term timolol treatment on heart size after myocardial infarction was evaluated by X - ray in a double - blind study including 241 patients ( placebo 126 , timolol 115 ) .
Drugs:"
231	The follow - up period was 12 months .	O O O O O O O O O	[]	0	0	"Sentence: The follow - up period was 12 months .
Drugs: "	"Sentence: The follow - up period was 12 months .
Drugs:"
232	The timolol - treated patients showed a small but significant increase in heart size from baseline in contrast to a decrease in the placebo group .	O B O O O O O O O O O O O O O O O O O O O O O O O O	['timolol']	1	3	"Sentence: The timolol - treated patients showed a small but significant increase in heart size from baseline in contrast to a decrease in the placebo group .
Drugs: timolol"	"Sentence: The timolol - treated patients showed a small but significant increase in heart size from baseline in contrast to a decrease in the placebo group .
Drugs:"
233	These differences may be caused by timolol - induced bradycardia and a compensatory increase in end - diastolic volume .	O O O O O O B O O O O O O O O O O O O O	['timolol']	1	3	"Sentence: These differences may be caused by timolol - induced bradycardia and a compensatory increase in end - diastolic volume .
Drugs: timolol"	"Sentence: These differences may be caused by timolol - induced bradycardia and a compensatory increase in end - diastolic volume .
Drugs:"
234	The timolol - related increase in heart size was observed only in patients with normal and borderline heart size .	O B O O O O O O O O O O O O O O O O O O	['timolol']	1	3	"Sentence: The timolol - related increase in heart size was observed only in patients with normal and borderline heart size .
Drugs: timolol"	"Sentence: The timolol - related increase in heart size was observed only in patients with normal and borderline heart size .
Drugs:"
235	In patients with cardiomegaly , the increase in heart size was similar in both groups .	O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: In patients with cardiomegaly , the increase in heart size was similar in both groups .
Drugs: "	"Sentence: In patients with cardiomegaly , the increase in heart size was similar in both groups .
Drugs:"
236	After re - infarction , heart size increased in the placebo group and remained unchanged in the timolol group .	O O O O O O O O O O O O O O O O O B O O	['timolol']	1	3	"Sentence: After re - infarction , heart size increased in the placebo group and remained unchanged in the timolol group .
Drugs: timolol"	"Sentence: After re - infarction , heart size increased in the placebo group and remained unchanged in the timolol group .
Drugs:"
237	Vitamin D3 toxicity in dairy cows .	B I O O O O O	['vitamin d3']	1	4	"Sentence: Vitamin D3 toxicity in dairy cows .
Drugs: vitamin d3"	"Sentence: Vitamin D3 toxicity in dairy cows .
Drugs:"
238	Large parenteral doses of vitamin D3 ( 15 to 17 . 5 x 10 ( 6 ) IU vitamin D3 ) were associated with prolonged hypercalcemia , hyperphosphatemia , and large increases of vitamin D3 and its metabolites in the blood plasma of nonlactating nonpregnant and pregnant Jersey cows .	O O O O B I O O O O O O O O O O O O B I O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O	['vitamin d3']	1	4	"Sentence: Large parenteral doses of vitamin D3 ( 15 to 17 . 5 x 10 ( 6 ) IU vitamin D3 ) were associated with prolonged hypercalcemia , hyperphosphatemia , and large increases of vitamin D3 and its metabolites in the blood plasma of nonlactating nonpregnant and pregnant Jersey cows .
Drugs: vitamin d3"	"Sentence: Large parenteral doses of vitamin D3 ( 15 to 17 . 5 x 10 ( 6 ) IU vitamin D3 ) were associated with prolonged hypercalcemia , hyperphosphatemia , and large increases of vitamin D3 and its metabolites in the blood plasma of nonlactating nonpregnant and pregnant Jersey cows .
Drugs:"
239	Calcium concentrations 1 day postpartum were higher in cows treated with vitamin D3 about 32 days prepartum ( 8 . 8 mg / 100 ml ) than in control cows ( 5 . 5 mg / 100 ml ) .	B O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O	['calcium', 'vitamin d3']	2	6	"Sentence: Calcium concentrations 1 day postpartum were higher in cows treated with vitamin D3 about 32 days prepartum ( 8 . 8 mg / 100 ml ) than in control cows ( 5 . 5 mg / 100 ml ) .
Drugs: calcium, vitamin d3"	"Sentence: Calcium concentrations 1 day postpartum were higher in cows treated with vitamin D3 about 32 days prepartum ( 8 . 8 mg / 100 ml ) than in control cows ( 5 . 5 mg / 100 ml ) .
Drugs:"
240	None of the cows treated with vitamin D3 showed signs of milk fever during the peripartal period ; however , 22 % of the control cows developed clinical signs of milk fever during this period .	O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['vitamin d3']	1	4	"Sentence: None of the cows treated with vitamin D3 showed signs of milk fever during the peripartal period ; however , 22 % of the control cows developed clinical signs of milk fever during this period .
Drugs: vitamin d3"	"Sentence: None of the cows treated with vitamin D3 showed signs of milk fever during the peripartal period ; however , 22 % of the control cows developed clinical signs of milk fever during this period .
Drugs:"
241	Signs of vitamin D3 toxicity were not observed in nonlactating nonpregnant cows ; however , pregnant cows commonly developed severe signs of vitamin D3 toxicity and 10 of 17 cows died .	O O B I O O O O O O O O O O O O O O O O O O B I O O O O O O O O	['vitamin d3']	1	4	"Sentence: Signs of vitamin D3 toxicity were not observed in nonlactating nonpregnant cows ; however , pregnant cows commonly developed severe signs of vitamin D3 toxicity and 10 of 17 cows died .
Drugs: vitamin d3"	"Sentence: Signs of vitamin D3 toxicity were not observed in nonlactating nonpregnant cows ; however , pregnant cows commonly developed severe signs of vitamin D3 toxicity and 10 of 17 cows died .
Drugs:"
242	There was widespread metastatic calcification in the cows that died .	O O O O O O O O O O O	[]	0	0	"Sentence: There was widespread metastatic calcification in the cows that died .
Drugs: "	"Sentence: There was widespread metastatic calcification in the cows that died .
Drugs:"
243	Because of the extreme toxicity of vitamin D3 in pregnant Jersey cows and the low margin of safety between doses of vitamin D3 that prevent milk fever and doses that induce milk fever , we concluded that vitamin D3 can not be used practically to prevent milk fever when injected several weeks prepartum .	O O O O O O B I O O O O O O O O O O O O O B I O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O	['vitamin d3']	1	4	"Sentence: Because of the extreme toxicity of vitamin D3 in pregnant Jersey cows and the low margin of safety between doses of vitamin D3 that prevent milk fever and doses that induce milk fever , we concluded that vitamin D3 can not be used practically to prevent milk fever when injected several weeks prepartum .
Drugs: vitamin d3"	"Sentence: Because of the extreme toxicity of vitamin D3 in pregnant Jersey cows and the low margin of safety between doses of vitamin D3 that prevent milk fever and doses that induce milk fever , we concluded that vitamin D3 can not be used practically to prevent milk fever when injected several weeks prepartum .
Drugs:"
244	Diseases of peripheral nerves as seen in the Nigerian African .	O O O O O O O O O O O	[]	0	0	"Sentence: Diseases of peripheral nerves as seen in the Nigerian African .
Drugs: "	"Sentence: Diseases of peripheral nerves as seen in the Nigerian African .
Drugs:"
245	The anatomical and aetiological diagnoses of peripheral nerve disease excluding its primary benign and malignant disorders , as seen in 358 Nigerians are presented .	O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The anatomical and aetiological diagnoses of peripheral nerve disease excluding its primary benign and malignant disorders , as seen in 358 Nigerians are presented .
Drugs: "	"Sentence: The anatomical and aetiological diagnoses of peripheral nerve disease excluding its primary benign and malignant disorders , as seen in 358 Nigerians are presented .
Drugs:"
