,sents,ner_seq,entities,num_entities,num_tokens,prompts,empty_prompts
335,"The proband was found to carry the duplication , thus confirming the diagnosis of Pelizaeus Merzbacher disease , but neither the aunt nor the fetus carried a duplication . .",O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O O O O O O,['pelizaeus merzbacher disease'],1,7,"Sentence: The proband was found to carry the duplication , thus confirming the diagnosis of Pelizaeus Merzbacher disease , but neither the aunt nor the fetus carried a duplication . .
Diseases: pelizaeus merzbacher disease","Sentence: The proband was found to carry the duplication , thus confirming the diagnosis of Pelizaeus Merzbacher disease , but neither the aunt nor the fetus carried a duplication . .
Diseases:"
336,Dominant negative effect of the APC1309 mutation : a possible explanation for genotype - phenotype correlations in familial adenomatous polyposis .,O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O,['familial adenomatous polyposis'],1,10,"Sentence: Dominant negative effect of the APC1309 mutation : a possible explanation for genotype - phenotype correlations in familial adenomatous polyposis .
Diseases: familial adenomatous polyposis","Sentence: Dominant negative effect of the APC1309 mutation : a possible explanation for genotype - phenotype correlations in familial adenomatous polyposis .
Diseases:"
337,Inactivation of the adenomatous polyposis coli ( APC ) gene product initiates colorectal tumorigenesis .,O O O B-Disease I-Disease I-Disease O B-Disease O O O O O O O,"['apc', 'adenomatous polyposis coli']",2,12,"Sentence: Inactivation of the adenomatous polyposis coli ( APC ) gene product initiates colorectal tumorigenesis .
Diseases: apc, adenomatous polyposis coli","Sentence: Inactivation of the adenomatous polyposis coli ( APC ) gene product initiates colorectal tumorigenesis .
Diseases:"
338,Patients with familial APC ( FAP ) carry germ - line mutations in the APC gene and develop multiple colorectal adenomas and subsequent carcinomas early in life .,O O B-Disease I-Disease O B-Disease O O O O O O O O B-Disease O O O O B-Disease I-Disease O O B-Disease O O O O,"['carcinomas', 'fap', 'familial apc', 'apc', 'colorectal adenomas']",5,22,"Sentence: Patients with familial APC ( FAP ) carry germ - line mutations in the APC gene and develop multiple colorectal adenomas and subsequent carcinomas early in life .
Diseases: carcinomas, fap, familial apc, apc, colorectal adenomas","Sentence: Patients with familial APC ( FAP ) carry germ - line mutations in the APC gene and develop multiple colorectal adenomas and subsequent carcinomas early in life .
Diseases:"
339,The severity of the disease correlates with the position of the inherited APC mutation ( genotype - phenotype correlation ) .,O O O O O O O O O O O O B-Disease O O O O O O O O,['apc'],1,2,"Sentence: The severity of the disease correlates with the position of the inherited APC mutation ( genotype - phenotype correlation ) .
Diseases: apc","Sentence: The severity of the disease correlates with the position of the inherited APC mutation ( genotype - phenotype correlation ) .
Diseases:"
340,"Together with the fact that both germ - line and sporadic APC mutations cluster in the central region of the APC gene , this points to a dominant negative effect of certain APC mutants .",O O O O O O O O O O O B-Disease O O O O O O O O B-Disease O O O O O O O O O O O B-Disease O O,['apc'],1,2,"Sentence: Together with the fact that both germ - line and sporadic APC mutations cluster in the central region of the APC gene , this points to a dominant negative effect of certain APC mutants .
Diseases: apc","Sentence: Together with the fact that both germ - line and sporadic APC mutations cluster in the central region of the APC gene , this points to a dominant negative effect of certain APC mutants .
Diseases:"
341,Loss of APC function was recently shown to result in enhanced beta - catenin - / Tcf - mediated transcription in colon epithelial cells .,O O B-Disease O O O O O O O O O O O O O O O O O O O O O O,['apc'],1,2,"Sentence: Loss of APC function was recently shown to result in enhanced beta - catenin - / Tcf - mediated transcription in colon epithelial cells .
Diseases: apc","Sentence: Loss of APC function was recently shown to result in enhanced beta - catenin - / Tcf - mediated transcription in colon epithelial cells .
Diseases:"
342,"Here , we provide experimental evidence for a dominant negative effect of APC gene products associated with severe polyposis .",O O O O O O O O O O O O B-Disease O O O O O B-Disease O,"['polyposis', 'apc']",2,6,"Sentence: Here , we provide experimental evidence for a dominant negative effect of APC gene products associated with severe polyposis .
Diseases: polyposis, apc","Sentence: Here , we provide experimental evidence for a dominant negative effect of APC gene products associated with severe polyposis .
Diseases:"
343,Wild - type APC activity in beta - catenin - / Tcf - mediated transcription was strongly inhibited by a mutant APC that is truncated at codon 1309 .,O O O B-Disease O O O O O O O O O O O O O O O O O B-Disease O O O O O O O,['apc'],1,2,"Sentence: Wild - type APC activity in beta - catenin - / Tcf - mediated transcription was strongly inhibited by a mutant APC that is truncated at codon 1309 .
Diseases: apc","Sentence: Wild - type APC activity in beta - catenin - / Tcf - mediated transcription was strongly inhibited by a mutant APC that is truncated at codon 1309 .
Diseases:"
344,"In contrast , mutant APC gene products that are associated with attenuated polyposis ( codon 386 or 1465 ) interfered only weakly with wild - type APC activity .",O O O O B-Disease O O O O O O B-Disease I-Disease O O O O O O O O O O O O O B-Disease O O,"['attenuated polyposis', 'apc']",2,8,"Sentence: In contrast , mutant APC gene products that are associated with attenuated polyposis ( codon 386 or 1465 ) interfered only weakly with wild - type APC activity .
Diseases: attenuated polyposis, apc","Sentence: In contrast , mutant APC gene products that are associated with attenuated polyposis ( codon 386 or 1465 ) interfered only weakly with wild - type APC activity .
Diseases:"
345,"These results suggest a molecular explanation for the genotype - phenotype correlation in FAP patients and support the idea that colorectal tumor growth might be , in part , driven by selection for a mutation in the mutation cluster region . .",O O O O O O O O O O O O O B-Disease O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O,"['fap', 'colorectal tumor']",2,8,"Sentence: These results suggest a molecular explanation for the genotype - phenotype correlation in FAP patients and support the idea that colorectal tumor growth might be , in part , driven by selection for a mutation in the mutation cluster region . .
Diseases: fap, colorectal tumor","Sentence: These results suggest a molecular explanation for the genotype - phenotype correlation in FAP patients and support the idea that colorectal tumor growth might be , in part , driven by selection for a mutation in the mutation cluster region . .
Diseases:"
346,BRCA1 interacts with components of the histone deacetylase complex .,O O O O O O O O O O,[],0,0,"Sentence: BRCA1 interacts with components of the histone deacetylase complex .
Diseases: ","Sentence: BRCA1 interacts with components of the histone deacetylase complex .
Diseases:"
347,Germ - line mutations in the BRCA1 tumor - suppressor gene are associated with an increased susceptibility to breast and ovarian cancer .,O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O,['breast and ovarian cancer'],1,5,"Sentence: Germ - line mutations in the BRCA1 tumor - suppressor gene are associated with an increased susceptibility to breast and ovarian cancer .
Diseases: breast and ovarian cancer","Sentence: Germ - line mutations in the BRCA1 tumor - suppressor gene are associated with an increased susceptibility to breast and ovarian cancer .
Diseases:"
348,BRCA1 contains a carboxyl - terminal domain ( BRCT ) that is shared with several other proteins involved in maintaining genome integrity .,O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: BRCA1 contains a carboxyl - terminal domain ( BRCT ) that is shared with several other proteins involved in maintaining genome integrity .
Diseases: ","Sentence: BRCA1 contains a carboxyl - terminal domain ( BRCT ) that is shared with several other proteins involved in maintaining genome integrity .
Diseases:"
349,"In an effort to understand the function of BRCA1 , we sought to isolate proteins that interact with the BRCT domain .",O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: In an effort to understand the function of BRCA1 , we sought to isolate proteins that interact with the BRCT domain .
Diseases: ","Sentence: In an effort to understand the function of BRCA1 , we sought to isolate proteins that interact with the BRCT domain .
Diseases:"
350,Purified BRCT polypeptide was used as a probe to screen a human placenta cDNA expression library by Far Western analysis .,O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Purified BRCT polypeptide was used as a probe to screen a human placenta cDNA expression library by Far Western analysis .
Diseases: ","Sentence: Purified BRCT polypeptide was used as a probe to screen a human placenta cDNA expression library by Far Western analysis .
Diseases:"
351,"Here we report that BRCA1 interacts in vivo and in vitro with the Rb - binding proteins , RbAp46 and RbAp48 , as well as with Rb .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Here we report that BRCA1 interacts in vivo and in vitro with the Rb - binding proteins , RbAp46 and RbAp48 , as well as with Rb .
Diseases: ","Sentence: Here we report that BRCA1 interacts in vivo and in vitro with the Rb - binding proteins , RbAp46 and RbAp48 , as well as with Rb .
Diseases:"
352,"Moreover , the BRCT domain associates with the histone deacetylases HDAC1 and HDAC2 .",O O O O O O O O O O O O O O,[],0,0,"Sentence: Moreover , the BRCT domain associates with the histone deacetylases HDAC1 and HDAC2 .
Diseases: ","Sentence: Moreover , the BRCT domain associates with the histone deacetylases HDAC1 and HDAC2 .
Diseases:"
353,"These results demonstrate that BRCA1 interacts with components of the histone deacetylase complex , and therefore may explain the involvement of BRCA1 in multiple processes such as transcription , DNA repair , and recombination . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: These results demonstrate that BRCA1 interacts with components of the histone deacetylase complex , and therefore may explain the involvement of BRCA1 in multiple processes such as transcription , DNA repair , and recombination . .
Diseases: ","Sentence: These results demonstrate that BRCA1 interacts with components of the histone deacetylase complex , and therefore may explain the involvement of BRCA1 in multiple processes such as transcription , DNA repair , and recombination . .
Diseases:"
354,Combined genetic deficiency of C6 and C7 in man .,B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O,['combined genetic deficiency of c6 and c7'],1,10,"Sentence: Combined genetic deficiency of C6 and C7 in man .
Diseases: combined genetic deficiency of c6 and c7","Sentence: Combined genetic deficiency of C6 and C7 in man .
Diseases:"
355,"By routine screening of sera , a subject was discovered who showed a sub - total deficiency of C6 and C7 .",O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O,['sub - total deficiency of c6 and c7'],1,10,"Sentence: By routine screening of sera , a subject was discovered who showed a sub - total deficiency of C6 and C7 .
Diseases: sub - total deficiency of c6 and c7","Sentence: By routine screening of sera , a subject was discovered who showed a sub - total deficiency of C6 and C7 .
Diseases:"
356,"No clinical disease was associated with this deficiency which was transmitted through the subjects family as a single genetic characteristic , the C6 deficiency being associated with a silent allele at the structural locus .",O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O,['c6 deficiency'],1,3,"Sentence: No clinical disease was associated with this deficiency which was transmitted through the subjects family as a single genetic characteristic , the C6 deficiency being associated with a silent allele at the structural locus .
Diseases: c6 deficiency","Sentence: No clinical disease was associated with this deficiency which was transmitted through the subjects family as a single genetic characteristic , the C6 deficiency being associated with a silent allele at the structural locus .
Diseases:"
357,"The propositus was found to have low quantities of an abnormal C6 which was both antigenically deficient and smaller in size than normal C6 ( 110 , 000 daltons compared with 140 , 000 daltons ) and small quantities of apparently normal C7 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: The propositus was found to have low quantities of an abnormal C6 which was both antigenically deficient and smaller in size than normal C6 ( 110 , 000 daltons compared with 140 , 000 daltons ) and small quantities of apparently normal C7 .
Diseases: ","Sentence: The propositus was found to have low quantities of an abnormal C6 which was both antigenically deficient and smaller in size than normal C6 ( 110 , 000 daltons compared with 140 , 000 daltons ) and small quantities of apparently normal C7 .
Diseases:"
358,It is concluded that the most likely explanation for this defect is that the subject has a structural mutation in his C6 gene which produces hyopsynthesis not only of C6 but also of the closely linked gene for C7 .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: It is concluded that the most likely explanation for this defect is that the subject has a structural mutation in his C6 gene which produces hyopsynthesis not only of C6 but also of the closely linked gene for C7 .
Diseases: ","Sentence: It is concluded that the most likely explanation for this defect is that the subject has a structural mutation in his C6 gene which produces hyopsynthesis not only of C6 but also of the closely linked gene for C7 .
Diseases:"
359,These findings suggest the possibility that C6 and C7 may function as a single genetic unit and that the primary transcript copied from the genome includes information for both proteins . .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: These findings suggest the possibility that C6 and C7 may function as a single genetic unit and that the primary transcript copied from the genome includes information for both proteins . .
Diseases: ","Sentence: These findings suggest the possibility that C6 and C7 may function as a single genetic unit and that the primary transcript copied from the genome includes information for both proteins . .
Diseases:"
360,Changes at P183 of emerin weaken its protein - protein interactions resulting in X - linked Emery - Dreifuss muscular dystrophy .,O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O,['x - linked emery - dreifuss muscular dystrophy'],1,14,"Sentence: Changes at P183 of emerin weaken its protein - protein interactions resulting in X - linked Emery - Dreifuss muscular dystrophy .
Diseases: x - linked emery - dreifuss muscular dystrophy","Sentence: Changes at P183 of emerin weaken its protein - protein interactions resulting in X - linked Emery - Dreifuss muscular dystrophy .
Diseases:"
361,"Emery - Dreifuss muscular dystrophy ( EDMD ) is an X - linked recessive muscular dystrophy characterized by early contractures of the elbows , Achilles tendons and spine , slowly progressive muscle wasting and weakness , and cardiomyopathy associated with cardiac conduction defects .",B-Disease I-Disease I-Disease I-Disease I-Disease O B-Disease O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O B-Disease I-Disease O B-Disease O O B-Disease O O B-Disease I-Disease I-Disease O,"['cardiac conduction defects', 'weakness', 'emery - dreifuss muscular dystrophy', 'muscle wasting', 'contractures of the elbows , achilles tendons and spine', 'edmd', 'cardiomyopathy', 'x - linked recessive muscular dystrophy']",8,54,"Sentence: Emery - Dreifuss muscular dystrophy ( EDMD ) is an X - linked recessive muscular dystrophy characterized by early contractures of the elbows , Achilles tendons and spine , slowly progressive muscle wasting and weakness , and cardiomyopathy associated with cardiac conduction defects .
Diseases: cardiac conduction defects, weakness, emery - dreifuss muscular dystrophy, muscle wasting, contractures of the elbows , achilles tendons and spine, edmd, cardiomyopathy, x - linked recessive muscular dystrophy","Sentence: Emery - Dreifuss muscular dystrophy ( EDMD ) is an X - linked recessive muscular dystrophy characterized by early contractures of the elbows , Achilles tendons and spine , slowly progressive muscle wasting and weakness , and cardiomyopathy associated with cardiac conduction defects .
Diseases:"
362,"The emerin gene has been mapped to Xq28 and encodes a 34 - kDa serine - rich protein , emerin , which has been localized to the nuclear envelope in a wide variety of tissues , including skeletal and cardiac muscle .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: The emerin gene has been mapped to Xq28 and encodes a 34 - kDa serine - rich protein , emerin , which has been localized to the nuclear envelope in a wide variety of tissues , including skeletal and cardiac muscle .
Diseases: ","Sentence: The emerin gene has been mapped to Xq28 and encodes a 34 - kDa serine - rich protein , emerin , which has been localized to the nuclear envelope in a wide variety of tissues , including skeletal and cardiac muscle .
Diseases:"
363,Mutations spanning the emerin gene have been identified in patients with EDMD .,O O O O O O O O O O O B-Disease O,['edmd'],1,2,"Sentence: Mutations spanning the emerin gene have been identified in patients with EDMD .
Diseases: edmd","Sentence: Mutations spanning the emerin gene have been identified in patients with EDMD .
Diseases:"
364,"We present here the effect , on emerin protein expression , of two missense mutations identified in unrelated EDMD patients .",O O O O O O O O O O O O O O O O O O B-Disease O O,['edmd'],1,2,"Sentence: We present here the effect , on emerin protein expression , of two missense mutations identified in unrelated EDMD patients .
Diseases: edmd","Sentence: We present here the effect , on emerin protein expression , of two missense mutations identified in unrelated EDMD patients .
Diseases:"
365,These alterations predict the replacement of a proline residue at position 183 with either a histidine or a threonine .,O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: These alterations predict the replacement of a proline residue at position 183 with either a histidine or a threonine .
Diseases: ","Sentence: These alterations predict the replacement of a proline residue at position 183 with either a histidine or a threonine .
Diseases:"
366,"Biochemical analysis has demonstrated that the mobility and expression levels of the mutant forms of emerin are indistinguishable from that of wild - type emerin , but that they have weakened interactions with nuclear lamina components .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Biochemical analysis has demonstrated that the mobility and expression levels of the mutant forms of emerin are indistinguishable from that of wild - type emerin , but that they have weakened interactions with nuclear lamina components .
Diseases: ","Sentence: Biochemical analysis has demonstrated that the mobility and expression levels of the mutant forms of emerin are indistinguishable from that of wild - type emerin , but that they have weakened interactions with nuclear lamina components .
Diseases:"
367,"In comparison with the usual EDMD phenotype , patients with P183 missense mutations have a later age at onset of first symptoms , elbow contractures , ankle contractures , upper limb weakness and lower limb weakness , but there is no difference for the age at onset of cardiac involvement .",O O O O O B-Disease O O O O O O O O O O O O O O O O O B-Disease I-Disease O B-Disease I-Disease O B-Disease I-Disease I-Disease O B-Disease I-Disease I-Disease O O O O O O O O O O O O B-Disease I-Disease O,"['lower limb weakness', 'ankle contractures', 'edmd', 'elbow contractures', 'cardiac involvement', 'upper limb weakness']",6,21,"Sentence: In comparison with the usual EDMD phenotype , patients with P183 missense mutations have a later age at onset of first symptoms , elbow contractures , ankle contractures , upper limb weakness and lower limb weakness , but there is no difference for the age at onset of cardiac involvement .
Diseases: lower limb weakness, ankle contractures, edmd, elbow contractures, cardiac involvement, upper limb weakness","Sentence: In comparison with the usual EDMD phenotype , patients with P183 missense mutations have a later age at onset of first symptoms , elbow contractures , ankle contractures , upper limb weakness and lower limb weakness , but there is no difference for the age at onset of cardiac involvement .
Diseases:"
368,This is the first report of protein studies on patients with missense mutations resulting in the clinical features of EDMD .,O O O O O O O O O O O O O O O O O O O B-Disease O,['edmd'],1,2,"Sentence: This is the first report of protein studies on patients with missense mutations resulting in the clinical features of EDMD .
Diseases: edmd","Sentence: This is the first report of protein studies on patients with missense mutations resulting in the clinical features of EDMD .
Diseases:"
369,These studies demonstrate the importance of proline 183 for the proper structure / function of emerin . .,O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: These studies demonstrate the importance of proline 183 for the proper structure / function of emerin . .
Diseases: ","Sentence: These studies demonstrate the importance of proline 183 for the proper structure / function of emerin . .
Diseases:"
370,Microdeletions at chromosome bands 1q32 - q41 as a cause of Van der Woude syndrome .,O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O,['van der woude syndrome'],1,6,"Sentence: Microdeletions at chromosome bands 1q32 - q41 as a cause of Van der Woude syndrome .
Diseases: van der woude syndrome","Sentence: Microdeletions at chromosome bands 1q32 - q41 as a cause of Van der Woude syndrome .
Diseases:"
371,Van der Woude syndrome ( VWS ) is an autosomal dominant disorder comprising cleft lip and / or cleft palate and lip pits .,B-Disease I-Disease I-Disease I-Disease O B-Disease O O O B-Disease I-Disease I-Disease O B-Disease I-Disease O O O B-Disease I-Disease O B-Disease I-Disease O,"['cleft palate', 'autosomal dominant disorder', 'vws', 'van der woude syndrome', 'lip pits', 'cleft lip']",6,25,"Sentence: Van der Woude syndrome ( VWS ) is an autosomal dominant disorder comprising cleft lip and / or cleft palate and lip pits .
Diseases: cleft palate, autosomal dominant disorder, vws, van der woude syndrome, lip pits, cleft lip","Sentence: Van der Woude syndrome ( VWS ) is an autosomal dominant disorder comprising cleft lip and / or cleft palate and lip pits .
Diseases:"
372,"We reported previously a family whose underlying mutation is a 500 - 800 kb deletion localized to chromosome bands 1q32 - q41 [ Sander et al . , 1994 Hum Mol Genet 3 576 - 578 ] .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: We reported previously a family whose underlying mutation is a 500 - 800 kb deletion localized to chromosome bands 1q32 - q41 [ Sander et al . , 1994 Hum Mol Genet 3 576 - 578 ] .
Diseases: ","Sentence: We reported previously a family whose underlying mutation is a 500 - 800 kb deletion localized to chromosome bands 1q32 - q41 [ Sander et al . , 1994 Hum Mol Genet 3 576 - 578 ] .
Diseases:"
373,"Along with cleft lip / palate and lip pits , affected relatives exhibit developmental delays , suggesting that the function of a gene nearby may also be disrupted .",O O B-Disease I-Disease I-Disease I-Disease O B-Disease I-Disease O O O O B-Disease I-Disease O O O O O O O O O O O O O O,"['cleft lip / palate', 'lip pits', 'developmental delays']",3,11,"Sentence: Along with cleft lip / palate and lip pits , affected relatives exhibit developmental delays , suggesting that the function of a gene nearby may also be disrupted .
Diseases: cleft lip / palate, lip pits, developmental delays","Sentence: Along with cleft lip / palate and lip pits , affected relatives exhibit developmental delays , suggesting that the function of a gene nearby may also be disrupted .
Diseases:"
374,To further localize the VWS gene we searched for other deletions that cause VWS .,O O O O B-Disease O O O O O O O O B-Disease O,['vws'],1,2,"Sentence: To further localize the VWS gene we searched for other deletions that cause VWS .
Diseases: vws","Sentence: To further localize the VWS gene we searched for other deletions that cause VWS .
Diseases:"
375,"An allele loss assay was performed using a novel highly polymorphic marker , D1S3753 .",O O O O O O O O O O O O O O O,[],0,0,"Sentence: An allele loss assay was performed using a novel highly polymorphic marker , D1S3753 .
Diseases: ","Sentence: An allele loss assay was performed using a novel highly polymorphic marker , D1S3753 .
Diseases:"
376,"From a panel of 37 unrelated individuals , we detected an allele loss in one family , indicating the presence of a deletion .",O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: From a panel of 37 unrelated individuals , we detected an allele loss in one family , indicating the presence of a deletion .
Diseases: ","Sentence: From a panel of 37 unrelated individuals , we detected an allele loss in one family , indicating the presence of a deletion .
Diseases:"
377,"In this family , the phenotype in three generations of affected individuals was confined to the cardinal signs of VWS .",O O O O O O O O O O O O O O O O O O O B-Disease O,['vws'],1,2,"Sentence: In this family , the phenotype in three generations of affected individuals was confined to the cardinal signs of VWS .
Diseases: vws","Sentence: In this family , the phenotype in three generations of affected individuals was confined to the cardinal signs of VWS .
Diseases:"
378,"Surprisingly , mapping of the new deletion showed that it extended 0 .",O O O O O O O O O O O O O,[],0,0,"Sentence: Surprisingly , mapping of the new deletion showed that it extended 0 .
Diseases: ","Sentence: Surprisingly , mapping of the new deletion showed that it extended 0 .
Diseases:"
379,2 - 1 Mb beyond the proximal breakpoint for the deletion described previously .,O O O O O O O O O O O O O O,[],0,0,"Sentence: 2 - 1 Mb beyond the proximal breakpoint for the deletion described previously .
Diseases: ","Sentence: 2 - 1 Mb beyond the proximal breakpoint for the deletion described previously .
Diseases:"
380,"No deletions were detected in seven cases of popliteal pterygia syndrome , 76 cases of mixed syndromic forms of cleft lip and palate , and 178 cases of nonsyndromic cleft lip and palate .",O O O O O O O O B-Disease I-Disease I-Disease O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O,"['popliteal pterygia syndrome', 'nonsyndromic cleft lip and palate', 'syndromic forms of cleft lip and palate']",3,30,"Sentence: No deletions were detected in seven cases of popliteal pterygia syndrome , 76 cases of mixed syndromic forms of cleft lip and palate , and 178 cases of nonsyndromic cleft lip and palate .
Diseases: popliteal pterygia syndrome, nonsyndromic cleft lip and palate, syndromic forms of cleft lip and palate","Sentence: No deletions were detected in seven cases of popliteal pterygia syndrome , 76 cases of mixed syndromic forms of cleft lip and palate , and 178 cases of nonsyndromic cleft lip and palate .
Diseases:"
381,"Splicing defects in the ataxia - telangiectasia gene , ATM : underlying mutations and consequences .",O O O O B-Disease I-Disease I-Disease O O O O O O O O O,['ataxia - telangiectasia'],1,9,"Sentence: Splicing defects in the ataxia - telangiectasia gene , ATM : underlying mutations and consequences .
Diseases: ataxia - telangiectasia","Sentence: Splicing defects in the ataxia - telangiectasia gene , ATM : underlying mutations and consequences .
Diseases:"
382,Mutations resulting in defective splicing constitute a significant proportion ( 30 / 62 [ 48 % ] ) of a new series of mutations in the ATM gene in patients with ataxia - telangiectasia ( AT ) that were detected by the protein - truncation assay followed by sequence analysis of genomic DNA .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O B-Disease O O O O O O O O O O O O O O O O O O,"['ataxia - telangiectasia', 'at']",2,11,"Sentence: Mutations resulting in defective splicing constitute a significant proportion ( 30 / 62 [ 48 % ] ) of a new series of mutations in the ATM gene in patients with ataxia - telangiectasia ( AT ) that were detected by the protein - truncation assay followed by sequence analysis of genomic DNA .
Diseases: ataxia - telangiectasia, at","Sentence: Mutations resulting in defective splicing constitute a significant proportion ( 30 / 62 [ 48 % ] ) of a new series of mutations in the ATM gene in patients with ataxia - telangiectasia ( AT ) that were detected by the protein - truncation assay followed by sequence analysis of genomic DNA .
Diseases:"
383,Fewer than half of the splicing mutations involved the canonical AG splice - acceptor site or GT splice - donor site .,O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Fewer than half of the splicing mutations involved the canonical AG splice - acceptor site or GT splice - donor site .
Diseases: ","Sentence: Fewer than half of the splicing mutations involved the canonical AG splice - acceptor site or GT splice - donor site .
Diseases:"
384,"A higher percentage of mutations occurred at less stringently conserved sites , including silent mutations of the last nucleotide of exons , mutations in nucleotides other than the conserved AG and GT in the consensus splice sites , and creation of splice - acceptor or splice - donor sites in either introns or exons .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: A higher percentage of mutations occurred at less stringently conserved sites , including silent mutations of the last nucleotide of exons , mutations in nucleotides other than the conserved AG and GT in the consensus splice sites , and creation of splice - acceptor or splice - donor sites in either introns or exons .
Diseases: ","Sentence: A higher percentage of mutations occurred at less stringently conserved sites , including silent mutations of the last nucleotide of exons , mutations in nucleotides other than the conserved AG and GT in the consensus splice sites , and creation of splice - acceptor or splice - donor sites in either introns or exons .
Diseases:"
385,"These splicing mutations led to a variety of consequences , including exon skipping and , to a lesser degree , intron retention , activation of cryptic splice sites , or creation of new splice sites .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: These splicing mutations led to a variety of consequences , including exon skipping and , to a lesser degree , intron retention , activation of cryptic splice sites , or creation of new splice sites .
Diseases: ","Sentence: These splicing mutations led to a variety of consequences , including exon skipping and , to a lesser degree , intron retention , activation of cryptic splice sites , or creation of new splice sites .
Diseases:"
386,"In addition , 5 of 12 nonsense mutations and 1 missense mutation were associated with deletion in the cDNA of the exons in which the mutations occurred .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: In addition , 5 of 12 nonsense mutations and 1 missense mutation were associated with deletion in the cDNA of the exons in which the mutations occurred .
Diseases: ","Sentence: In addition , 5 of 12 nonsense mutations and 1 missense mutation were associated with deletion in the cDNA of the exons in which the mutations occurred .
Diseases:"
387,No ATM protein was detected by western blotting in any AT cell line in which splicing mutations were identified .,O O O O O O O O O O B-Disease O O O O O O O O O,['at'],1,1,"Sentence: No ATM protein was detected by western blotting in any AT cell line in which splicing mutations were identified .
Diseases: at","Sentence: No ATM protein was detected by western blotting in any AT cell line in which splicing mutations were identified .
Diseases:"
388,"Several cases of exon skipping in both normal controls and patients for whom no underlying defect could be found in genomic DNA were also observed , suggesting caution in the interpretation of exon deletions observed in ATM cDNA when there is no accompanying identification of genomic mutations . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Several cases of exon skipping in both normal controls and patients for whom no underlying defect could be found in genomic DNA were also observed , suggesting caution in the interpretation of exon deletions observed in ATM cDNA when there is no accompanying identification of genomic mutations . .
Diseases: ","Sentence: Several cases of exon skipping in both normal controls and patients for whom no underlying defect could be found in genomic DNA were also observed , suggesting caution in the interpretation of exon deletions observed in ATM cDNA when there is no accompanying identification of genomic mutations . .
Diseases:"
389,Alpha - cardiac actin is a novel disease gene in familial hypertrophic cardiomyopathy .,O O O O O O O O O O B-Disease I-Disease I-Disease O,['familial hypertrophic cardiomyopathy'],1,8,"Sentence: Alpha - cardiac actin is a novel disease gene in familial hypertrophic cardiomyopathy .
Diseases: familial hypertrophic cardiomyopathy","Sentence: Alpha - cardiac actin is a novel disease gene in familial hypertrophic cardiomyopathy .
Diseases:"
