,sents,ner_seq,entities,num_entities,num_tokens,prompts,empty_prompts
252,We have found that both homodimers and heterodimers do form involving each of the mutant subunits tested and that both heterodimer pools retain substantial enzymatic activity .,O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: We have found that both homodimers and heterodimers do form involving each of the mutant subunits tested and that both heterodimer pools retain substantial enzymatic activity .
Diseases: ","Sentence: We have found that both homodimers and heterodimers do form involving each of the mutant subunits tested and that both heterodimer pools retain substantial enzymatic activity .
Diseases:"
253,These results are significant not only in terms of their implications for furthering our understanding of galactosemia and GALT holoenzyme structure - function relationships but also because the system described may serve as a model for similar studies of other complexes composed of multiple subunits . .,O O O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,['galactosemia'],1,4,"Sentence: These results are significant not only in terms of their implications for furthering our understanding of galactosemia and GALT holoenzyme structure - function relationships but also because the system described may serve as a model for similar studies of other complexes composed of multiple subunits . .
Diseases: galactosemia","Sentence: These results are significant not only in terms of their implications for furthering our understanding of galactosemia and GALT holoenzyme structure - function relationships but also because the system described may serve as a model for similar studies of other complexes composed of multiple subunits . .
Diseases:"
254,"Cleavage of huntingtin by apopain , a proapoptotic cysteine protease , is modulated by the polyglutamine tract .",O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Cleavage of huntingtin by apopain , a proapoptotic cysteine protease , is modulated by the polyglutamine tract .
Diseases: ","Sentence: Cleavage of huntingtin by apopain , a proapoptotic cysteine protease , is modulated by the polyglutamine tract .
Diseases:"
255,Apoptosis has recently been recognized as a mode of cell death in Huntington disease ( HD ) .,O O O O O O O O O O O O B-Disease I-Disease O B-Disease O O,"['hd', 'huntington disease']",2,5,"Sentence: Apoptosis has recently been recognized as a mode of cell death in Huntington disease ( HD ) .
Diseases: hd, huntington disease","Sentence: Apoptosis has recently been recognized as a mode of cell death in Huntington disease ( HD ) .
Diseases:"
256,"Apopain , a human counterpart of the nematode cysteine protease death - gene product , CED - 3 , has a key role in proteolytic events leading to apoptosis .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Apopain , a human counterpart of the nematode cysteine protease death - gene product , CED - 3 , has a key role in proteolytic events leading to apoptosis .
Diseases: ","Sentence: Apopain , a human counterpart of the nematode cysteine protease death - gene product , CED - 3 , has a key role in proteolytic events leading to apoptosis .
Diseases:"
257,"Here we show that apoptotic extracts and apopain itself specifically cleave the HD gene product , huntingtin .",O O O O O O O O O O O O B-Disease O O O O O,['hd'],1,1,"Sentence: Here we show that apoptotic extracts and apopain itself specifically cleave the HD gene product , huntingtin .
Diseases: hd","Sentence: Here we show that apoptotic extracts and apopain itself specifically cleave the HD gene product , huntingtin .
Diseases:"
258,"The rate of cleavage increases with the length of the huntingtin polyglutamine tract , providing an explanation for the gain - of - function associated with CAG expansion .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: The rate of cleavage increases with the length of the huntingtin polyglutamine tract , providing an explanation for the gain - of - function associated with CAG expansion .
Diseases: ","Sentence: The rate of cleavage increases with the length of the huntingtin polyglutamine tract , providing an explanation for the gain - of - function associated with CAG expansion .
Diseases:"
259,Our results show that huntingtin is cleaved by cysteine proteases and suggest that HD might be a disorder of inappropriate apoptosis . .,O O O O O O O O O O O O O B-Disease O O O B-Disease I-Disease I-Disease I-Disease O O,"['hd', 'disorder of inappropriate apoptosis']",2,7,"Sentence: Our results show that huntingtin is cleaved by cysteine proteases and suggest that HD might be a disorder of inappropriate apoptosis . .
Diseases: hd, disorder of inappropriate apoptosis","Sentence: Our results show that huntingtin is cleaved by cysteine proteases and suggest that HD might be a disorder of inappropriate apoptosis . .
Diseases:"
260,The 5 ' end of the BRCA1 gene lies within a duplicated region of human chromosome 17q21 .,O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: The 5 ' end of the BRCA1 gene lies within a duplicated region of human chromosome 17q21 .
Diseases: ","Sentence: The 5 ' end of the BRCA1 gene lies within a duplicated region of human chromosome 17q21 .
Diseases:"
261,"To begin to address the hypothesis that abnormal regulation of the breast / ovarian cancer susceptibility gene BRCA1 is a critical step in sporadic breast / ovarian tumorigenesis , we have determined the detailed structure of the BRCA1 genomic region .",O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O,['breast / ovarian cancer'],1,5,"Sentence: To begin to address the hypothesis that abnormal regulation of the breast / ovarian cancer susceptibility gene BRCA1 is a critical step in sporadic breast / ovarian tumorigenesis , we have determined the detailed structure of the BRCA1 genomic region .
Diseases: breast / ovarian cancer","Sentence: To begin to address the hypothesis that abnormal regulation of the breast / ovarian cancer susceptibility gene BRCA1 is a critical step in sporadic breast / ovarian tumorigenesis , we have determined the detailed structure of the BRCA1 genomic region .
Diseases:"
262,"We show that this region of the genome contains a tandem duplication of approximately 30 kilobases , which results in two copies of BRCA1 exons 1 and 2 , of exons 1 and 3 of the adjacent 1A1 - 3B gene and of the previously reported 295 base pair intergenic region .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: We show that this region of the genome contains a tandem duplication of approximately 30 kilobases , which results in two copies of BRCA1 exons 1 and 2 , of exons 1 and 3 of the adjacent 1A1 - 3B gene and of the previously reported 295 base pair intergenic region .
Diseases: ","Sentence: We show that this region of the genome contains a tandem duplication of approximately 30 kilobases , which results in two copies of BRCA1 exons 1 and 2 , of exons 1 and 3 of the adjacent 1A1 - 3B gene and of the previously reported 295 base pair intergenic region .
Diseases:"
263,"Sequence analysis of the duplicated exons of BRCA1 and 1A1 - 3B and flanking genomic DNA reveals maintenance of the intron - exon structure and a high degree of nucleotide sequence identity , suggesting that these are non - processed pseudogenes and that the duplication is a recent event in evolutionary terms .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Sequence analysis of the duplicated exons of BRCA1 and 1A1 - 3B and flanking genomic DNA reveals maintenance of the intron - exon structure and a high degree of nucleotide sequence identity , suggesting that these are non - processed pseudogenes and that the duplication is a recent event in evolutionary terms .
Diseases: ","Sentence: Sequence analysis of the duplicated exons of BRCA1 and 1A1 - 3B and flanking genomic DNA reveals maintenance of the intron - exon structure and a high degree of nucleotide sequence identity , suggesting that these are non - processed pseudogenes and that the duplication is a recent event in evolutionary terms .
Diseases:"
264,We also show that a processed pseudogene of the acidic ribosomal phosphoprotein P1 ( ARPP1 ) is inserted directly upstream of pseudo - BRCA1 exon 1A .,O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: We also show that a processed pseudogene of the acidic ribosomal phosphoprotein P1 ( ARPP1 ) is inserted directly upstream of pseudo - BRCA1 exon 1A .
Diseases: ","Sentence: We also show that a processed pseudogene of the acidic ribosomal phosphoprotein P1 ( ARPP1 ) is inserted directly upstream of pseudo - BRCA1 exon 1A .
Diseases:"
265,"We believe that these findings could not only confound BRCA1 mutation analysis , but could have implications for the normal and abnormal regulation of BRCA1 transcription , translation and function . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: We believe that these findings could not only confound BRCA1 mutation analysis , but could have implications for the normal and abnormal regulation of BRCA1 transcription , translation and function . .
Diseases: ","Sentence: We believe that these findings could not only confound BRCA1 mutation analysis , but could have implications for the normal and abnormal regulation of BRCA1 transcription , translation and function . .
Diseases:"
266,Deletion of small nuclear ribonucleoprotein polypeptide N ( SNRPN ) in Prader - Willi syndrome detected by fluorescence in situ hybridization : two sibs with the typical phenotype without a cytogenetic deletion in chromosome 15q .,O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O,['prader - willi syndrome'],1,6,"Sentence: Deletion of small nuclear ribonucleoprotein polypeptide N ( SNRPN ) in Prader - Willi syndrome detected by fluorescence in situ hybridization : two sibs with the typical phenotype without a cytogenetic deletion in chromosome 15q .
Diseases: prader - willi syndrome","Sentence: Deletion of small nuclear ribonucleoprotein polypeptide N ( SNRPN ) in Prader - Willi syndrome detected by fluorescence in situ hybridization : two sibs with the typical phenotype without a cytogenetic deletion in chromosome 15q .
Diseases:"
267,The small nuclear ribonucleoprotein polypeptide N ( SNRPN ) gene is regarded as one of the candidates for Prader - Willi syndrome ( PWS ) .,O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O B-Disease O O,"['prader - willi syndrome', 'pws']",2,9,"Sentence: The small nuclear ribonucleoprotein polypeptide N ( SNRPN ) gene is regarded as one of the candidates for Prader - Willi syndrome ( PWS ) .
Diseases: prader - willi syndrome, pws","Sentence: The small nuclear ribonucleoprotein polypeptide N ( SNRPN ) gene is regarded as one of the candidates for Prader - Willi syndrome ( PWS ) .
Diseases:"
268,We describe two sibs with typical PWS presenting deletion of SNRPN detected by fluorescence in situ hybridization ( FISH ) .,O O O O O O B-Disease O O O O O O O O O O O O O O,['pws'],1,2,"Sentence: We describe two sibs with typical PWS presenting deletion of SNRPN detected by fluorescence in situ hybridization ( FISH ) .
Diseases: pws","Sentence: We describe two sibs with typical PWS presenting deletion of SNRPN detected by fluorescence in situ hybridization ( FISH ) .
Diseases:"
269,"Neither a cytogenetically detectable 15q12 deletion nor a deletion for the D15S11 , D15S10 , and GABRB3 cosmid probes were found in either patient .",O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Neither a cytogenetically detectable 15q12 deletion nor a deletion for the D15S11 , D15S10 , and GABRB3 cosmid probes were found in either patient .
Diseases: ","Sentence: Neither a cytogenetically detectable 15q12 deletion nor a deletion for the D15S11 , D15S10 , and GABRB3 cosmid probes were found in either patient .
Diseases:"
270,This implies a smaller deletion limited to the PWS critical region .,O O O O O O O O B-Disease O O O,['pws'],1,2,"Sentence: This implies a smaller deletion limited to the PWS critical region .
Diseases: pws","Sentence: This implies a smaller deletion limited to the PWS critical region .
Diseases:"
271,FISH with a SNRPN probe will permit analysis of PWS patients with limited deletions not detectable with other probes . .,O O O O O O O O O B-Disease O O O O O O O O O O O,['pws'],1,2,"Sentence: FISH with a SNRPN probe will permit analysis of PWS patients with limited deletions not detectable with other probes . .
Diseases: pws","Sentence: FISH with a SNRPN probe will permit analysis of PWS patients with limited deletions not detectable with other probes . .
Diseases:"
272,Expression of the von Hippel - Lindau disease tumour suppressor gene during human embryogenesis .,O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O O,['von hippel - lindau disease tumour'],1,10,"Sentence: Expression of the von Hippel - Lindau disease tumour suppressor gene during human embryogenesis .
Diseases: von hippel - lindau disease tumour","Sentence: Expression of the von Hippel - Lindau disease tumour suppressor gene during human embryogenesis .
Diseases:"
273,The von Hippel - Lindau ( VHL ) disease product is thought to down - regulate transcription by antagonizing elongin - enhanced transcriptional elongation .,O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O,['von hippel - lindau ( vhl ) disease'],1,12,"Sentence: The von Hippel - Lindau ( VHL ) disease product is thought to down - regulate transcription by antagonizing elongin - enhanced transcriptional elongation .
Diseases: von hippel - lindau ( vhl ) disease","Sentence: The von Hippel - Lindau ( VHL ) disease product is thought to down - regulate transcription by antagonizing elongin - enhanced transcriptional elongation .
Diseases:"
274,"Germline VHL gene mutations predispose to the development of retinal , cerebellar and spinal haemangioblastomas , renal cell carcinoma and phaeochromocytoma .",O B-Disease O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O B-Disease I-Disease I-Disease O B-Disease O,"['renal cell carcinoma', 'vhl', 'retinal , cerebellar and spinal haemangioblastomas', 'phaeochromocytoma']",4,32,"Sentence: Germline VHL gene mutations predispose to the development of retinal , cerebellar and spinal haemangioblastomas , renal cell carcinoma and phaeochromocytoma .
Diseases: renal cell carcinoma, vhl, retinal , cerebellar and spinal haemangioblastomas, phaeochromocytoma","Sentence: Germline VHL gene mutations predispose to the development of retinal , cerebellar and spinal haemangioblastomas , renal cell carcinoma and phaeochromocytoma .
Diseases:"
275,"In addition , somatic Inactivation of the VHL gene is frequent in sporadic renal cell carcinoma and haemangioblastoma .",O O O O O O O B-Disease O O O O B-Disease I-Disease I-Disease I-Disease O B-Disease O,"['haemangioblastoma', 'vhl', 'sporadic renal cell carcinoma']",3,18,"Sentence: In addition , somatic Inactivation of the VHL gene is frequent in sporadic renal cell carcinoma and haemangioblastoma .
Diseases: haemangioblastoma, vhl, sporadic renal cell carcinoma","Sentence: In addition , somatic Inactivation of the VHL gene is frequent in sporadic renal cell carcinoma and haemangioblastoma .
Diseases:"
276,Regulation of transcript elongation is an important control mechanism for gene expression and the VHL gene might modify the expression of proto - oncogenes and growth suppressor genes during embryogenesis .,O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O,['vhl'],1,2,"Sentence: Regulation of transcript elongation is an important control mechanism for gene expression and the VHL gene might modify the expression of proto - oncogenes and growth suppressor genes during embryogenesis .
Diseases: vhl","Sentence: Regulation of transcript elongation is an important control mechanism for gene expression and the VHL gene might modify the expression of proto - oncogenes and growth suppressor genes during embryogenesis .
Diseases:"
277,"We therefore investigated the expression of VHL mRNA during human embryogenesis by in situ hybridization studies at 4 , 6 and 10 weeks post conception .",O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O,['vhl'],1,2,"Sentence: We therefore investigated the expression of VHL mRNA during human embryogenesis by in situ hybridization studies at 4 , 6 and 10 weeks post conception .
Diseases: vhl","Sentence: We therefore investigated the expression of VHL mRNA during human embryogenesis by in situ hybridization studies at 4 , 6 and 10 weeks post conception .
Diseases:"
278,"Although VHL mRNA was expressed in all three germ layers , strong expression was noted in the central nervous system , kidneys , testis and lung .",O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O O,['vhl'],1,2,"Sentence: Although VHL mRNA was expressed in all three germ layers , strong expression was noted in the central nervous system , kidneys , testis and lung .
Diseases: vhl","Sentence: Although VHL mRNA was expressed in all three germ layers , strong expression was noted in the central nervous system , kidneys , testis and lung .
Diseases:"
279,"Within the kidney , VHL mRNA was differentially expressed within renal tubules suggesting that the VHL gene product may have a specific role in kidney development .",O O O O B-Disease O O O O O O O O O O B-Disease O O O O O O O O O O O,['vhl'],1,2,"Sentence: Within the kidney , VHL mRNA was differentially expressed within renal tubules suggesting that the VHL gene product may have a specific role in kidney development .
Diseases: vhl","Sentence: Within the kidney , VHL mRNA was differentially expressed within renal tubules suggesting that the VHL gene product may have a specific role in kidney development .
Diseases:"
280,Two alternatively spliced VHL mRNAs characterized by inclusion ( isoform I ) or exclusion ( isoform II ) of exon 2 are transcribed in adult tissues .,O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O,['vhl'],1,2,"Sentence: Two alternatively spliced VHL mRNAs characterized by inclusion ( isoform I ) or exclusion ( isoform II ) of exon 2 are transcribed in adult tissues .
Diseases: vhl","Sentence: Two alternatively spliced VHL mRNAs characterized by inclusion ( isoform I ) or exclusion ( isoform II ) of exon 2 are transcribed in adult tissues .
Diseases:"
281,"To investigate if the two isoforms are differentially expressed during embryogenesis , VHL mRNA was reverse transcribed from 13 fetal tissues ( 8 - 10 weeks gestation ) .",O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O,['vhl'],1,2,"Sentence: To investigate if the two isoforms are differentially expressed during embryogenesis , VHL mRNA was reverse transcribed from 13 fetal tissues ( 8 - 10 weeks gestation ) .
Diseases: vhl","Sentence: To investigate if the two isoforms are differentially expressed during embryogenesis , VHL mRNA was reverse transcribed from 13 fetal tissues ( 8 - 10 weeks gestation ) .
Diseases:"
282,The quantitative distribution of VHL mRNA within fetal tissues reflected that seen by in situ hybridization and the ratio of the two VHL isoforms was similar between tissues .,O O O O B-Disease O O O O O O O O O O O O O O O O O B-Disease O O O O O O,['vhl'],1,2,"Sentence: The quantitative distribution of VHL mRNA within fetal tissues reflected that seen by in situ hybridization and the ratio of the two VHL isoforms was similar between tissues .
Diseases: vhl","Sentence: The quantitative distribution of VHL mRNA within fetal tissues reflected that seen by in situ hybridization and the ratio of the two VHL isoforms was similar between tissues .
Diseases:"
283,"Although the genes regulated by the VHL gene product have not yet been identified , our findings are compatible with the hypothesis that VHL - mediated control of transcriptional elongation may have a role in normal human development . .",O O O O O O B-Disease O O O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O,['vhl'],1,2,"Sentence: Although the genes regulated by the VHL gene product have not yet been identified , our findings are compatible with the hypothesis that VHL - mediated control of transcriptional elongation may have a role in normal human development . .
Diseases: vhl","Sentence: Although the genes regulated by the VHL gene product have not yet been identified , our findings are compatible with the hypothesis that VHL - mediated control of transcriptional elongation may have a role in normal human development . .
Diseases:"
284,Genetic heterogeneity in hereditary breast cancer : role of BRCA1 and BRCA2 .,O O O B-Disease I-Disease I-Disease O O O O O O O,['hereditary breast cancer'],1,4,"Sentence: Genetic heterogeneity in hereditary breast cancer : role of BRCA1 and BRCA2 .
Diseases: hereditary breast cancer","Sentence: Genetic heterogeneity in hereditary breast cancer : role of BRCA1 and BRCA2 .
Diseases:"
285,The common hereditary forms of breast cancer have been largely attributed to the inheritance of mutations in the BRCA1 or BRCA2 genes .,O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O,['breast cancer'],1,3,"Sentence: The common hereditary forms of breast cancer have been largely attributed to the inheritance of mutations in the BRCA1 or BRCA2 genes .
Diseases: breast cancer","Sentence: The common hereditary forms of breast cancer have been largely attributed to the inheritance of mutations in the BRCA1 or BRCA2 genes .
Diseases:"
286,"However , it is not yet clear what proportion of hereditary breast cancer is explained by BRCA1 and BRCA2 or by some other unidentified susceptibility gene ( s ) .",O O O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O,['hereditary breast cancer'],1,4,"Sentence: However , it is not yet clear what proportion of hereditary breast cancer is explained by BRCA1 and BRCA2 or by some other unidentified susceptibility gene ( s ) .
Diseases: hereditary breast cancer","Sentence: However , it is not yet clear what proportion of hereditary breast cancer is explained by BRCA1 and BRCA2 or by some other unidentified susceptibility gene ( s ) .
Diseases:"
287,We describe the proportion of hereditary breast cancer explained by BRCA1 or BRCA2 in a sample of North American hereditary breast cancers and assess the evidence for additional susceptibility genes that may confer hereditary breast or ovarian cancer risk .,O O O O O B-Disease I-Disease I-Disease O O O O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O O,"['hereditary breast or ovarian cancer', 'hereditary breast cancer', 'hereditary breast cancers']",3,14,"Sentence: We describe the proportion of hereditary breast cancer explained by BRCA1 or BRCA2 in a sample of North American hereditary breast cancers and assess the evidence for additional susceptibility genes that may confer hereditary breast or ovarian cancer risk .
Diseases: hereditary breast or ovarian cancer, hereditary breast cancer, hereditary breast cancers","Sentence: We describe the proportion of hereditary breast cancer explained by BRCA1 or BRCA2 in a sample of North American hereditary breast cancers and assess the evidence for additional susceptibility genes that may confer hereditary breast or ovarian cancer risk .
Diseases:"
288,Twenty - three families were identified through two high - risk breast cancer research programs .,O O O O O O O O O O O B-Disease I-Disease O O O,['breast cancer'],1,3,"Sentence: Twenty - three families were identified through two high - risk breast cancer research programs .
Diseases: breast cancer","Sentence: Twenty - three families were identified through two high - risk breast cancer research programs .
Diseases:"
289,Genetic analysis was undertaken to establish linkage between the breast or ovarian cancer cases and markers on chromosomes 17q ( BRCA1 ) and 13q ( BRCA2 ) .,O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O O O,['breast or ovarian cancer'],1,5,"Sentence: Genetic analysis was undertaken to establish linkage between the breast or ovarian cancer cases and markers on chromosomes 17q ( BRCA1 ) and 13q ( BRCA2 ) .
Diseases: breast or ovarian cancer","Sentence: Genetic analysis was undertaken to establish linkage between the breast or ovarian cancer cases and markers on chromosomes 17q ( BRCA1 ) and 13q ( BRCA2 ) .
Diseases:"
290,Mutation analysis in the BRCA1 and BRCA2 genes was also undertaken in all families .,O O O O O O O O O O O O O O O,[],0,0,"Sentence: Mutation analysis in the BRCA1 and BRCA2 genes was also undertaken in all families .
Diseases: ","Sentence: Mutation analysis in the BRCA1 and BRCA2 genes was also undertaken in all families .
Diseases:"
291,The pattern of hereditary cancer in 14 ( 61 % ) of the 23 families studied was attributed to BRCA1 by a combination of linkage and mutation analyses .,O O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O O O,['hereditary cancer'],1,3,"Sentence: The pattern of hereditary cancer in 14 ( 61 % ) of the 23 families studied was attributed to BRCA1 by a combination of linkage and mutation analyses .
Diseases: hereditary cancer","Sentence: The pattern of hereditary cancer in 14 ( 61 % ) of the 23 families studied was attributed to BRCA1 by a combination of linkage and mutation analyses .
Diseases:"
292,No families were attributed to BRCA2 .,O O O O O O O,[],0,0,"Sentence: No families were attributed to BRCA2 .
Diseases: ","Sentence: No families were attributed to BRCA2 .
Diseases:"
293,Five families ( 22 % ) provided evidence against linkage to both BRCA1 and BRCA2 .,O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Five families ( 22 % ) provided evidence against linkage to both BRCA1 and BRCA2 .
Diseases: ","Sentence: Five families ( 22 % ) provided evidence against linkage to both BRCA1 and BRCA2 .
Diseases:"
294,No BRCA1 or BRCA2 mutations were detected in these five families .,O O O O O O O O O O O O,[],0,0,"Sentence: No BRCA1 or BRCA2 mutations were detected in these five families .
Diseases: ","Sentence: No BRCA1 or BRCA2 mutations were detected in these five families .
Diseases:"
295,The BRCA1 or BRCA2 status of four families ( 17 % ) could not be determined .,O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: The BRCA1 or BRCA2 status of four families ( 17 % ) could not be determined .
Diseases: ","Sentence: The BRCA1 or BRCA2 status of four families ( 17 % ) could not be determined .
Diseases:"
296,BRCA1 and BRCA2 probably explain the majority of hereditary breast cancer that exists in the North American population .,O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O,['hereditary breast cancer'],1,4,"Sentence: BRCA1 and BRCA2 probably explain the majority of hereditary breast cancer that exists in the North American population .
Diseases: hereditary breast cancer","Sentence: BRCA1 and BRCA2 probably explain the majority of hereditary breast cancer that exists in the North American population .
Diseases:"
297,"However , one or more additional genes may yet be found that explain some proportion of hereditary breast cancer . .",O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O O,['hereditary breast cancer'],1,4,"Sentence: However , one or more additional genes may yet be found that explain some proportion of hereditary breast cancer . .
Diseases: hereditary breast cancer","Sentence: However , one or more additional genes may yet be found that explain some proportion of hereditary breast cancer . .
Diseases:"
298,An intronic mutation in a lariat branchpoint sequence is a direct cause of an inherited human disorder ( fish - eye disease ) .,O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O B-Disease I-Disease I-Disease I-Disease O O,"['fish - eye disease', 'inherited human disorder']",2,8,"Sentence: An intronic mutation in a lariat branchpoint sequence is a direct cause of an inherited human disorder ( fish - eye disease ) .
Diseases: fish - eye disease, inherited human disorder","Sentence: An intronic mutation in a lariat branchpoint sequence is a direct cause of an inherited human disorder ( fish - eye disease ) .
Diseases:"
299,The first step in the splicing of an intron from nuclear precursors of mRNA results in the formation of a lariat structure .,O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: The first step in the splicing of an intron from nuclear precursors of mRNA results in the formation of a lariat structure .
Diseases: ","Sentence: The first step in the splicing of an intron from nuclear precursors of mRNA results in the formation of a lariat structure .
Diseases:"
300,"A distinct intronic nucleotide sequence , known as the branchpoint region , plays a central role in this process .",O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: A distinct intronic nucleotide sequence , known as the branchpoint region , plays a central role in this process .
Diseases: ","Sentence: A distinct intronic nucleotide sequence , known as the branchpoint region , plays a central role in this process .
Diseases:"
301,We here describe a point mutation in such a sequence .,O O O O O O O O O O O,[],0,0,"Sentence: We here describe a point mutation in such a sequence .
Diseases: ","Sentence: We here describe a point mutation in such a sequence .
Diseases:"
302,"Three sisters were shown to suffer from fish - eye disease ( FED ) , a disorder which is caused by mutations in the gene coding for lecithin cholesterol acyltransferase ( LCAT ) .",O O O O O O O B-Disease I-Disease I-Disease I-Disease O B-Disease O O O O O O O O O O O O O O O O O O O O O,"['fish - eye disease', 'fed']",2,6,"Sentence: Three sisters were shown to suffer from fish - eye disease ( FED ) , a disorder which is caused by mutations in the gene coding for lecithin cholesterol acyltransferase ( LCAT ) .
Diseases: fish - eye disease, fed","Sentence: Three sisters were shown to suffer from fish - eye disease ( FED ) , a disorder which is caused by mutations in the gene coding for lecithin cholesterol acyltransferase ( LCAT ) .
Diseases:"
303,"Sequencing of the LCAT gene of all three probands revealed compound heterozygosity for a missense mutation in exon 4 which is reported to underlie the FED phenotype , and a point mutation located in intron 4 ( IVS4 T - 22C ) .",O O O O O O O O O O O O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O O,['fed'],1,1,"Sentence: Sequencing of the LCAT gene of all three probands revealed compound heterozygosity for a missense mutation in exon 4 which is reported to underlie the FED phenotype , and a point mutation located in intron 4 ( IVS4 T - 22C ) .
Diseases: fed","Sentence: Sequencing of the LCAT gene of all three probands revealed compound heterozygosity for a missense mutation in exon 4 which is reported to underlie the FED phenotype , and a point mutation located in intron 4 ( IVS4 T - 22C ) .
Diseases:"
304,"By performing in vitro expression of LCAT minigenes and reverse transcriptase PCR on mRNA isolated from leukocytes of the patient , this gene defect was shown to cause a",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: By performing in vitro expression of LCAT minigenes and reverse transcriptase PCR on mRNA isolated from leukocytes of the patient , this gene defect was shown to cause a
Diseases: ","Sentence: By performing in vitro expression of LCAT minigenes and reverse transcriptase PCR on mRNA isolated from leukocytes of the patient , this gene defect was shown to cause a
Diseases:"
305,allele as the result of complete intron retention .,O O O O O O O O O,[],0,0,"Sentence: allele as the result of complete intron retention .
Diseases: ","Sentence: allele as the result of complete intron retention .
Diseases:"
306,"In conclusion , we demonstrated that a point mutation in a lariat branchpoint consensus sequence causes a",O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: In conclusion , we demonstrated that a point mutation in a lariat branchpoint consensus sequence causes a
Diseases: ","Sentence: In conclusion , we demonstrated that a point mutation in a lariat branchpoint consensus sequence causes a
Diseases:"
307,allele in a patient with FED .,O O O O O B-Disease O,['fed'],1,1,"Sentence: allele in a patient with FED .
Diseases: fed","Sentence: allele in a patient with FED .
Diseases:"
308,"In addition , our finding illustrates the importance of this sequence for normal human mRNA processing .",O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: In addition , our finding illustrates the importance of this sequence for normal human mRNA processing .
Diseases: ","Sentence: In addition , our finding illustrates the importance of this sequence for normal human mRNA processing .
Diseases:"
309,"Finally , this report provides a widely applicable strategy which ensures fast and effective screening for intronic defects that underlie differential gene expression . .",O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Finally , this report provides a widely applicable strategy which ensures fast and effective screening for intronic defects that underlie differential gene expression . .
Diseases: ","Sentence: Finally , this report provides a widely applicable strategy which ensures fast and effective screening for intronic defects that underlie differential gene expression . .
Diseases:"
310,Mutations associated with variant phenotypes in ataxia - telangiectasia .,O O O O O O B-Disease I-Disease I-Disease O,['ataxia - telangiectasia'],1,9,"Sentence: Mutations associated with variant phenotypes in ataxia - telangiectasia .
Diseases: ataxia - telangiectasia","Sentence: Mutations associated with variant phenotypes in ataxia - telangiectasia .
Diseases:"
